	address	RestaurantID	Checkins	Recommended	Name	range	Rating	Reviews
404	1435 E University D, Ste C111-112	7eEfpzUTAd1hAxXKlLQaJA	1.0	At your own risk	Tipp's 88 Thai Restaurant	4.0	4.2	17
405	930 W Broadway Rd	Ee3bI8VXPU2PGE_vJg3Pqg	158.0	At your own risk	Tailgate Sports Bar & Grill	4.0	3.5	52
406	420 S Mill Ave, Ste 101	iY-qwquw8Wd4yphXnhnFqQ	832.0	Worth Visiting	Spinelli's Pizzeria	3.0	3.3	148
407	1030 W Broadway Rd	7SfpjStnkYSPZwEDSklHWA	54.0	Its your say finally!	Salsitas	3.0	2.8	6
408	3141 S McClintock Dr, Unit 13	ZO2-nQjKZBoZUSOzJb4CUQ	667.0	Worth Visiting	Johnny's Burgers & Dogs	4.0	4.2	137
409	425 S Mill Ave, Ste 111	1TLJ5dSPAa-ZFnPXPjp7LA	67.0	Its your say finally!	Paisan's Pizza & Italian Kitchen	3.0	2.9	20
410	1402 S Priest Dr	QJfnq_F3qb3raMCZa48_3A	33.0	At your own risk	Hail Mary's On Priest	3.0	3.0	24
411	699 S Mill Ave	LBAkHJJfCoDj9aa5sc0Mxw	522.0	At your own risk	Steak 'n Shake	3.0	2.7	232
412	27 E Southern Ave	CRVtzesMuwHK-phmS_ojaA	2497.0	Jewel of a place!	Venezias New York Style Pizzeria	4.0	4.0	447
413	829 S Rural Ave	LnKoH4eWM1mznCDOLrEpWQ	21.0	At your own risk	Moreno's Mexican Grill	4.0	3.6	24
414	1825 E Guadalupe Rd	r0rtl4OsZy-F099jeO_DKA	187.0	Its your say finally!	Paradise Bakery and Cafe	3.0	2.7	39
415	2000 Rio Salado Pkwy, Ste 1220	ACb637NG7EnswRs8U_BX_w	1620.0	Worth Visiting	Bar Louie	3.0	3.0	307
416	699 S Mill Ave, Ste 107	aqMfCbFNeWn1a4Evds83fg	1154.0	Must Visit!	Ike's Love & Sandwiches	4.0	4.4	229
417	Tempe Marketplace, 2000 E Rio Salado Pkwy	VGBSw_36OQLh1b9SwUyW1g	47.0	At your own risk	Stadium Sports Grill	3.0	2.9	19
418	1807 E Baseline Rd, Ste 101	emMNb3q6cbEDZyc_JAgoww	641.0	At your own risk	Lucky Break Bar	3.0	3.2	144
419	414 S Mill Ave, Ste 111	zDmvN4_WX7kTQpuRdKXDCw	71.0	At your own risk	In Season Deli	4.0	3.8	24
420	5000 S Arizona Mills Cir	gpiRpdG-8ccLlmPet0Vp0g	28.0	Its your say finally!	Far East Asian Fire	1.0	1.4	31
421	410 S Mill Ave	EC91SvTJeO6sEYRxjKrFLQ	25.0	Worth Visiting	Cabin Tempe	4.0	4.4	20
422	3223 S Mcclintock Dr	wa8QgXQu1ZxwPgdRl9lYlg	1120.0	Jewel of a place!	Tampopo Ramen	4.0	3.9	458
423	681 East Apache Blvd, Ste 108	bbdzEANvzR3EZwXykSHNKA	27.0	Its your say finally!	Osaka Grill Teriyaki & Roll	2.0	2.4	29
424	350 S Mill Ave	qhkfJbMCFE7bgKDM-J6bmA	80.0	At your own risk	The Grill on Mill	4.0	3.6	63
425	933 E University Dr, Ste 110	Cy46zHlSVkCGZRpaHwlkVA	41.0	Worth Visiting	Alibaba Hookah Lounge	4.0	4.3	35
426	740 S Mill Ave, D130	2RQuRcchOgTvFVrSARMHMQ	16.0	Worth Visiting	H O T House Of Tacos	5.0	4.5	13
427	107 E Baseline Rd, Ste A1	Y_UdgWtGdmetumEcS3C8bQ	34.0	Its your say finally!	Firehouse Subs	3.0	2.5	22
428	1849 E Guadalupe Rd	GFsZyatl9BFg9F3rDtR9aQ	30.0	Worth Visiting	Subway	4.0	4.4	10
429	1158 W. Washington St	syQBNfPzUKGnZE6w8cLuYA	214.0	At your own risk	Filiberto's Mexican Food	3.0	2.7	39
430	7520 S Rural Rd, Ste A12	uKKNw68mZZaa1jcyszEbyA	3663.0	Jewel of a place!	Crêpe Bar	4.0	4.4	704
431	1102 E Baseline Rd	8bWS1Sp2m3fa9cDcuBTOag	52.0	Its your say finally!	Church's Chicken	2.0	1.9	10
432	414 S Mill Ave	HoRfE-2ry_RKR_b2DZNAWQ	52.0	At your own risk	The Beach Pit	3.0	3.4	18
433	300 E Orange Mall Hayden Library	DBhvq_yJYv2OC6Z3BtWFkQ	20.0	At your own risk	Café Biblioteca	3.0	3.3	6
434	1730 E Warner Rd, Ste 1	Ue4wtaeyhPKvdkXlULimCw	330.0	Worth Visiting	Great Harvest Bread	4.0	4.1	88
435	690 S Mill Ave, Ste 110	GgX6-0pL0_MWdGj2Nr8xEA	13.0	At your own risk	Dog Town Chili Dogs	4.0	3.5	6
436	1101 W University Dr	S5799sTa2892AMpPJoWf5A	10.0	At your own risk	Mama's Italian Deli	4.0	4.0	8
437	1212 E Apache Blvd	5KgZD0CDNpUjbdV7OjUuXA	59.0	At your own risk	Jorge's Chicken and Waffles	3.0	3.5	49
438	114 E 7th St	SurnOSM2bVVN4-Js3G23RQ	1640.0	Jewel of a place!	House of Tricks	4.0	4.1	875
439	850 S Ash Ave	AfN3Z1U6QPEgAb5F2CQm8w	4227.0	Jewel of a place!	Casey Moore's Oyster House	4.0	3.9	713
440	221 W University Dr	6C_8Mh4lmLc_QEs3hHleBg	483.0	Must Visit!	El Pollo Supremo	4.0	4.2	209
441	777 S College Ave	Athxc1MbotCHRpKOPNnBuw	82.0	Its your say finally!	Panda Express	2.0	2.5	22
442	1290 N Scottsdale Road	TNQfCB929TbkUdWLn0afLA	1.0	Its your say finally!	Layalena	2.0	2.3	3
443	1753 E Broadway	r7OJ0-Mv84Wp9SRi3IC80Q	2.0	At your own risk	Antonio's Bistro	4.0	3.9	8
444	901 E Curry Rd	qH-EsuOC3k8ZZVBDuybEYQ	80.0	Its your say finally!	Jack in the Box	2.0	2.0	5
445	1290 N Scottsdale Rd	dimv16yFu0JXR1n1SAqedQ	901.0	Must Visit!	Mijana	4.0	3.7	314
446	7720 S Priest Dr	nl_gkvVXtsIlhGE0sP0qFw	189.0	At your own risk	Crazy Buffet	2.0	2.5	111
447	1753 E Broadway Rd, Ste 103	3MdLnbpkvTcsKkMszUv_3g	1409.0	Must Visit!	Pokedon	5.0	4.6	184
448	699 S Mill Ave	Mul_BVwcnhqmp2h_7QFepQ	2766.0	Jewel of a place!	La Bocca Urban Pizzeria + Wine Bar	4.0	4.0	670
449	1801 E Baseline Rd, Ste 104	-s_U95xEEmJu5GK-srqpUA	480.0	Must Visit!	Chutney's Indian Cuisine	4.0	3.8	256
450	1617 W Warner Rd	t6w--u6k-SZP2g0QvQIWuw	955.0	At your own risk	Tilted Kilt Pub & Eatery	3.0	2.7	193
451	1428 N Scottsdale Rd	ioY-a1TntpsAGJAG5_1Zyw	106.0	At your own risk	Oliveo Pizza	3.0	3.0	81
452	681 E Apache Blvd, Ste 103	2aLyQgYUNQDc33U0ZxTT3A	59.0	At your own risk	French Fry Heaven	3.0	3.2	50
453	7770 S Priest Dr	_9W8i0ZLcz8oCsjQIc3_Ww	16.0	At your own risk	Firehouse Subs	4.0	3.8	13
454	9845 S Priest Dr	t53w4JlkxTau-G-TzhSWog	2594.0	Jewel of a place!	Teharu Sushi	3.0	3.2	586
455	6340 S Rural Rd, Ste 120	fBxDUu5ftmNHbbX5qD_FcA	686.0	Must Visit!	Mark's Cafe	4.0	4.3	309
456	3401 S McClintock Dr	JLh_3ID6DaKvmD_2hQ6J-w	48.0	At your own risk	Betito's Mexican Restaurant	4.0	4.0	13
457	60 E 5th St, Ste 101	ncIFLVPKpozvUyZBAheyzw	58.0	At your own risk	Harry's Lounge Tempe Mission Palm's Hotel	3.0	3.4	12
458	4427 S Rural Rd	YR202Rbw0E4aiUJNeAJjOg	3.0	At your own risk	Sheba's	4.0	4.3	7
459	1435 E University Dr, Ste C-112	xGUlFQnGLGnJnvbuvCirsg	81.0	At your own risk	Sayuri Sushi Bar	4.0	3.7	27
460	1806 E Southern Ave	93kdIq8Ao3KJgXWiuD4ZIw	26.0	At your own risk	Happy Joes's Pizza & Ice Cream	3.0	2.8	33
461	818 W Broadway Rd	xpd4W43hUtoBYc6dzo-xBQ	6.0	At your own risk	Taqueria Durango	4.0	4.0	6
462	2000 E Rio Salado Pkwy, Ste 1253	uwDyxK92ae5kNjeZE8uCgA	985.0	Worth Visiting	California Pizza Kitchen	3.0	3.4	153
463	5004 S Price Rd	qhX4mMB4RuxbQ_hAcIJmzg	5.0	At your own risk	Azucar Cuban Restaurant	3.0	3.0	3
464	752 W Elliot Rd	0NgePUfXd2TG0kWgsQRq0A	632.0	Worth Visiting	YC's Mongolian Grill	4.0	4.1	160
465	1805 E Elliot Rd, Ste 106	KvRh-exPg_KegOM_HXeskw	18.0	Worth Visiting	Curry & Scoop	5.0	4.5	24
466	4 E University Dr	oN8LWCHqpLguNYW6_Fk9Cg	302.0	At your own risk	Firehouse Tempe	3.0	3.1	43
467	640 S Mill Ave	3ky17eHU-4gSl3knpI__-w	3176.0	Worth Visiting	Canteen Modern Tequila Bar	3.0	3.5	225
468	1701 E Warner Rd	D6RDpCS1lfgZdPuLHlpsHA	158.0	At your own risk	Marcello's Pasta Grill	3.0	3.1	114
469	404 S Mill Ave	zB4TOI3Ci9BOidw55TREbA	842.0	At your own risk	The Tavern On Mill	3.0	3.4	103
470	1101 W University Dr	GAPwjahm6fywOttzPCJLNw	3.0	At your own risk	Arizona Sandwich	4.0	4.0	3
471	29 W Southern Ave	SqL19z7A7LB91RkWWwWvnQ	1628.0	Worth Visiting	Yucca Tap Room	4.0	4.0	193
472	101 E Baseline Rd	tIauOelAC3BZk_xhMoDBUg	655.0	Worth Visiting	Someburros	3.0	3.5	227
473	937 E Broadway Rd, Ste 2	Zw9wEAk9L6oTZi63f4zVvA	203.0	At your own risk	YZ's Hot Pot & BBQ	3.0	3.2	84
474	9206 S Avenida Del Yaqui	DUAKXNEh7c2v8mu8nWKYOg	88.0	Worth Visiting	Loreto's Mexican Food	4.0	4.4	27
475	3138 S Mill Ave	P6c0lV9DeJ6ofntpTWyqhA	436.0	Worth Visiting	Casa Reynoso	4.0	3.6	216
476	530 W Broadway	BTf8sELl1TjovRc0f-tgJg	2986.0	Must Visit!	Boulders On Broadway	4.0	3.8	397
477	1342 West Warner Rd, Ste B104	im5wDqyQOWVL_OEAB1vOXQ	33.0	At your own risk	The Flame Broiler	4.0	3.7	22
478	400 W University Dr	0xR-5RQ7FWDL09XsnUZI6g	3.0	Its your say finally!	The Corner Office	2.0	2.2	6
479	6438 S McClintock Dr	H-KtEcY90TAPBFkvKZpJ7w	6.0	Its your say finally!	China Max	3.0	2.8	8
480	1310 E Apache Blvd	OicSihRji2HmUlv7_4YEBg	264.0	Worth Visiting	Cafe Istanbul & Market	4.0	4.0	104
481	2403 W Huntington Dr, Ste 103	LWqhTRCZW7amUTa_JYHtQA	22.0	At your own risk	Incredible Subs	3.0	3.4	11
482	1221 E Apache Blvd	2nFwsGBpikkDh74biLfeaA	31.0	Worth Visiting	Press Coffee	5.0	4.9	13
483	933 E University Dr, Ste 112	jj7zJSRfS3lb49zQ94ysGg	100.0	At your own risk	Juba	4.0	3.9	49
484	1285 W Elliot Rd	r8hVqm9DeasZ0Bf2KMhbeg	1412.0	Must Visit!	Crackers & Co Cafe	4.0	4.0	377
485	849 W University Dr	0TBTV3q6QXCn9vNhy3Xi2w	992.0	Jewel of a place!	Café Lalibela	4.0	4.2	423
486	2155 E University Dr	UPoM5nmUiklwqBV5pLuK7Q	49.0	At your own risk	Red Owl Sports Grill	4.0	3.7	6
487	1530 W Baseline Rd	zDyv4CoaYvAgQhgr1IK1sg	925.0	Worth Visiting	Claim Jumper	3.0	3.1	293
488	1717 S Rural Rd	sV7EW4BNZtx4UGayzLQjeQ	7.0	Worth Visiting	Plaza Bonita	4.0	4.5	4
489	2700 W Baseline Rd	5euk5_UKqnAWcrbOPNYt0g	478.0	Must Visit!	Chanpen Thai Cuisine	4.0	4.4	265
490	65 S McClintock Dr	6t7mlTVjDA9fhuFAZmVzAQ	1159.0	Jewel of a place!	Portillo's Hot Dogs	4.0	3.6	569
491	840 E Southern	-4g68Hwm892_KPUuW5g1_Q	137.0	Its your say finally!	Jimmy John's	3.0	2.7	40
492	1342 W Warner Rd, Ste B106	5J1SoLkAM2zAOKqrRB7rCQ	485.0	Must Visit!	King of Gyros	5.0	4.5	180
493	2148 E Apache Blvd	nSTDc9_ETRO9mZwvc-WY9w	47.0	At your own risk	Guerrero's	4.0	4.1	21
494	1825 E University Dr	y1u4TdxkvBowbpDJyS4vYQ	6.0	At your own risk	Sunrise Cafe	4.0	4.3	3
495	414 S Mill Ave	QV2echCErxFY4VbH-z6eOg	194.0	At your own risk	Fatburger	3.0	3.1	47
496	1845 E Broadway Rd, Ste 127	PWW_jT4tHP_r1S18ePJyTQ	317.0	Worth Visiting	Herb 'n Flavors	4.0	3.8	169
497	2000 E. Rio Salado Parkway, Space 1215	vQbRA1rqSFz7R5JNyaNILg	44.0	Its your say finally!	Great Steak	2.0	2.3	10
498	1024 E Vista Del Cerro Dr	CpJRzbebSyHwOFNsOixK1w	3.0	Worth Visiting	Devil's Mo	4.0	4.4	9
499	1817 E Guadalupe Rd, Ste 102	4yIOZXIYJiQlkqW_MUtVgQ	797.0	Must Visit!	The Habit Burger Grill	4.0	3.9	220
500	3223 S McClintock Dr, Ste 103	HgJGwePlWjhzOEL028pSig	128.0	At your own risk	Cafe Wasabi	3.0	2.9	79
501	457 W Broadway Rd	4K3EHSn_DHjdxUEoYos95Q	245.0	At your own risk	Popeyes Louisiana Kitchen	4.0	3.6	47
502	1849 N Scottsdale Rd	5cE4IXLzN4-MmQ4NH4ubRw	66.0	Worth Visiting	Shahrazad Middle Eastern Cuisine	4.0	4.1	64
503	2602 W Southern Ave	Ga2Bt7xfqoggTypWD5VpoQ	43.0	At your own risk	Amando's Bros	4.0	4.2	9
504	1250 E Apache Blvd	XvTBQotmJpVPjPNaMM7qLA	1453.0	Must Visit!	Pita Jungle	4.0	4.0	372
505	8510 S Emerald Dr	wopyolJM2hOAt3dPRmahNA	619.0	Worth Visiting	Texas Roadhouse	4.0	3.5	148
506	4400 South Rural Rd	WPkUWu5Ja_lAx0XljgPF7A	50.0	At your own risk	Urban Craft	4.0	3.6	12
507	1346 S Rural Rd	AcgtsEyOco2WVJLgCGVwQA	236.0	At your own risk	Whataburger	3.0	3.3	64
508	455 S 48th St, Ste 110	XvBZBafJRvDi1HWbLggoKQ	6.0	At your own risk	Supreme Lunch Break	4.0	4.0	14
509	937 E Broadway	i5snLVanPG1R9foC0QfkXQ	267.0	Worth Visiting	Rock-n-Roll Fingers	4.0	4.4	84
510	3330 S Price Rd	8ci0d-HKFK8MgHrf8kPF8g	59.0	At your own risk	Pong Pong Restaurant	3.0	3.1	55
511	3135 S 48th St, Ste 110	4jm-et6RMcjOkmrC_IcuCg	317.0	Worth Visiting	Mariscos Sinaloa	4.0	3.7	122
512	Tempe Marketplace, 2000 E Rio Salado Pkwy, Bldg1, Ste 1143	bY8K4r_RGOm_1cspCOKdPQ	792.0	At your own risk	Paradise Bakery & Cafe	3.0	2.8	73
513	2240 N Scottsdale Rd	5FIOXmUE3qMviX9GafGH-Q	3346.0	Jewel of a place!	Green New American Vegetarian	4.0	4.3	1068
514	119 E Southern Ave	4PqqRa7o_eNydKdGWYdIog	190.0	Must Visit!	TC Tacos	4.0	4.3	215
515	790 W Broadway Rd	atAjzQ7CUw_wM-GNh8piSA	265.0	Worth Visiting	Burger Rush	3.0	3.3	211
516	1126 N Scottsdale Rd	mKRKhFuJX4nhJykUvZO8hQ	62.0	At your own risk	La Fonda Mexican Foods	3.0	3.3	30
517	829 S Rural Rd	AxluhyBhbxz0Ndfmi0GjwA	156.0	At your own risk	Geno's Pizza ,Cheesesteak & Deli	3.0	2.6	70
518	930 W Broadway Rd	ke0VibsrfCMh5FMWOLh1Ag	15.0	At your own risk	Domino's Pizza	3.0	2.9	19
519	5000 S Arizona Mills Cir	En6qaWnBQsQwTxNIp8SwsA	17.0	Its your say finally!	Kelly's Cajun Grill	3.0	2.6	5
520	2076 E University Dr, Ste A	b2-K2sJtXv7dynBDFqusBQ	58.0	Worth Visiting	Coyote Coffee Cafe	4.0	4.4	41
521	1410 East Southern Ave	DHJiH3C7qQyzY_I3VwD-Qw	19.0	Its your say finally!	Sweet Tomatoes Field Kitchen	2.0	2.4	41
522	2030 E Elliot Rd	CMCAZVvZlP0ztWo6fhwnGg	213.0	At your own risk	Kneaders Bakery and Cafe - Tempe	3.0	3.2	121
523	1825 E University Dr	3wGsvZj5-_YtM-4D4JndDQ	667.0	Worth Visiting	Sunny's Diner	4.0	3.7	234
524	7670 S Priest Dr	VcDKXH8PsnrccsotD60e9g	156.0	At your own risk	Honey Bear's BBQ	3.0	2.8	68
525	930 W Broadway Rd, Ste 14	2kro_WXlgmk6nJlkXvN9Qw	34.0	Its your say finally!	WikiWiki Hawaiian Grill	2.0	2.4	28
526	2700 W Baseline Rd	LYBimndA7OQQptmaJ-Eipg	16.0	At your own risk	Little Caesars	3.0	3.2	5
527	1290 S Normal Ave	YCxRU8kBb58gAus4tFmziw	9.0	Worth Visiting	Fàn Boy at ASU	5.0	4.8	8
528	1725 W University Dr, Ste 108	stPpU3S-OCLZOoxOwgJb4A	97.0	At your own risk	Yvonne's Cafe	4.0	3.5	61
529	2433 E University Dr	DkclJocfsr7gr1GRAxA5Ew	165.0	At your own risk	Stray Cat Bar & Grill	4.0	3.8	30
530	829 S Rural Rd	tLCZdAt83gvD6Me_Vshu1w	84.0	At your own risk	Gus's New York Pizza	3.0	2.6	152
531	690 S Mill Ave	HVbCRVlw-vGcPZrOcO5L_w	122.0	At your own risk	Kanpai Sushi & Bar	3.0	3.4	35
532	1805 E Baseline Rd	wyVYljjqF2SW3QiXHuVmbQ	116.0	Its your say finally!	Peter Piper Pizza	3.0	2.8	24
533	560 S College Ave	Q5CFijcygcSLxALuRl4tyg	158.0	At your own risk	Sol Diablo Cantina	3.0	3.4	34
534	119 E Southern Ave	ofAbFXOMz2-Di7p2oDsfhQ	6.0	Its your say finally!	Quik Wok	2.0	2.4	17
535	1606 W Baseline Rd	JR2ma-JU1CO_xVD_p5-RPw	915.0	Worth Visiting	Joe's Crab Shack	3.0	3.3	275
536	580 S College Ave, Ste 103	QZJpXx1TbOXqzLx6u6xmaQ	522.0	Worth Visiting	Paradise Hawaiian BBQ	4.0	3.6	180
537	943 S 48th St, Ste 104	9nhUfBLbsT_oLmIhB1jdgw	2.0	Worth Visiting	Smackin' Wings	5.0	4.7	12
538	2000 W Westcourt Way	w4CqCGPubjKRpNsBsW7W9g	105.0	At your own risk	Market Cafe	3.0	3.5	21
539	7510 S Priest Dr	gS95Lei8i0mXANdCz7Nhbg	199.0	Worth Visiting	Nara Hookah Lounge & Bar	4.0	4.3	43
540	1731 E Broadway Rd	IKpVBsOTixsnoU4r0Sc42A	120.0	At your own risk	Papaya Thai Restaurant	3.0	2.7	182
541	5394 S Lakeshore Dr	DjvpsmdtEvnyMk2vXxpc-w	473.0	Worth Visiting	Pier 54	3.0	3.3	193
542	710 W Elliot Rd, Ste 108	16xoDNtEWbth_s--xqZxrQ	5.0	At your own risk	Amaravati Indian Cuisine	4.0	3.8	9
543	19 E Broadway	YGaowC1J4GfkQYyYLYWnQQ	6.0	At your own risk	El Penasco Mexican Kitchen	3.0	3.3	20
544	735 E University Dr	PME4cAEPtinot4LG53SYRw	2.0	At your own risk	Papa John's	4.0	4.3	3
545	914 N Scottsdale Rd	3lyrgCW4jb3sB8oJQTJd4A	62.0	At your own risk	Chicago's Taylor Street	4.0	4.0	31
546	5000 S Arizona Mills Cir	Un-n51GNA0xx0mDOpGKUXA	10.0	At your own risk	Subway	3.0	3.4	5
547	933 E University Dr, Ste 106	vW1P-SytRsF20a3ka9mBtw	48.0	At your own risk	Los Arielitos Taco Shop	4.0	4.1	21
548	920 E University Dr, Ste D101	0xfVubbU3z8O2NcuEYSQNg	1316.0	Must Visit!	Sushi 101 Bar and Grill	3.0	3.4	302
549	1135 E Apache Blvd	kxUo6kQvQVgjIfpbi8hv9g	46.0	At your own risk	Texano's Carne Asada	4.0	3.8	11
550	1015 S Rural Rd	HJLiVxuvtN0n73BASSZKoQ	406.0	Worth Visiting	The Halal Guys	3.0	3.4	246
551	706 S College Ave	cFyeqi2ClsEE9W6AqoWXow	19.0	Its your say finally!	Subway	1.0	1.2	5
552	1320 W Elliot Rd, Ste 108	3Jg5iFVFm9PxRpGJWLR6ng	84.0	At your own risk	Subway	3.0	2.9	24
553	933 E University Dr, Ste 116	3Ll-F55gm-tDXy3I37beJA	200.0	At your own risk	Pho Nhat	3.0	3.3	97
554	777 S College Ave	fasduK6l1bu2ngRSLDNkIw	22.0	At your own risk	Za Cucina	4.0	4.1	9
555	4403 S Rural Rd	1p76_EWPbPcTprNrEVw3-g	231.0	Its your say finally!	Denny's	3.0	2.6	45
556	411 N Central Ave	LVnb9jPDLpllxHshS0kjpA	15.0	Worth Visiting	Barrett Dining Hall	5.0	5.0	4
557	500 E University Dr	dQxowi8M1a0F6QFLzp8T7Q	4.0	Its your say finally!	Devils Den Sports Grill	3.0	2.6	5
558	1250 E Apache Blvd, Ste 101	6WDDksGLLehfQDIvQXzR5w	190.0	Worth Visiting	Chou's Kitchen	4.0	3.9	103
559	7707 S Kyrene Rd	momjERcb6G6ienrfPuNArw	983.0	Must Visit!	Pho Da Lat	4.0	3.7	295
560	1221 W Warner Rd, Ste 105	3JnO3AEqRD8DbXkWP-gTFw	349.0	Worth Visiting	Arizona Sandwich Company & Catering	4.0	3.9	122
561	1335 W University Dr, Ste 5	3vta1BSPwdSulcCFMpBjDw	348.0	Worth Visiting	Fujiya Market	4.0	4.0	91
562	967 E Guadalupe Rd	FOAAgwfA_1sLoSBB1RcJrw	24.0	Its your say finally!	Little Caesars Pizza	2.0	2.4	13
563	1805 E Elliot Rd, Ste 108 & 109	VUIkepUdEJRmFCI72DtdZw	4.0	At your own risk	Pizza 'N Greens	3.0	2.9	14
564	414 S Mill Ave, Ste 111	OoKNxTMu5YAaNgQKQ4SrzA	723.0	Must Visit!	Desert Roots Kitchen	5.0	4.7	218
565	2000 E Rio Salado Pkwy, Ste 1155	sArY4vj_AtHLZoKHscD4ew	714.0	Worth Visiting	Smashburger	4.0	3.8	107
566	2030 E Rio Salado Pkwy	PRbIMseOwPCCRv5C4SfTDQ	1812.0	Jewel of a place!	Lucille's Smokehouse Bar-B-Que	4.0	3.6	619
567	705 S Forest Ave	S1XhpND8AUrenZFNd1tWJw	3.0	Worth Visiting	Mai Island Grill	4.0	4.5	27
568	933 E University Dr, Ste 108	WWqdy9PKOSyhLgHIGaNFrA	925.0	Worth Visiting	Oliveo Grill	3.0	3.2	189
569	1219 S McClintock Dr, Ste 102	TM5RSrqaKlr4t0aDg_mBvQ	4.0	Worth Visiting	Devil Apple Hookah Lounge	5.0	4.8	5
570	780 W Elliot Rd	j3ppEEFTU6ZMnMff2iv3Lw	128.0	Its your say finally!	Baja Fresh Mexican Grill	3.0	2.7	6
571	818 W Broadway Rd	XnUb7yulkX8akT0A5RHI8g	32.0	At your own risk	Subway	3.0	3.4	11
572	1324 S Rural Rd	eBGVIfM9gn2OlBotixaE2Q	4.0	At your own risk	Ichiban Korean BBQ & Sushi	4.0	3.7	3
573	1505 W Baseline Rd	1O4E4Ott6nnwcpRo-m5Utw	23.0	At your own risk	La Katra Hot Dog Cart	4.0	3.7	10
574	60 E 5th St	GC6p25n0QNhRWZw6YMuMcw	34.0	At your own risk	Mission Grille	3.0	3.4	20
575	730 S Mill Ave, Ste 102	jJDKPJLzkoPeytWIzstJrA	978.0	Must Visit!	Pedal Haus Brewery	4.0	3.6	271
576	827 S Rural Rd	6ksBg7LoD06ctMU3OfNFUQ	10.0	At your own risk	Taco Shack	4.0	4.0	7
577	Arizona State University - Wilson Hall	ijYzvkUe6w7RKnzqgE-B_Q	228.0	Worth Visiting	Dave's Dog House	4.0	4.0	72
578	709 E Guadalupe Rd	PcEh92PK4vmbcDpPcGrsWw	30.0	At your own risk	Domino's Pizza	3.0	2.8	36
579	1519 W Baseline Rd	z_m9GstWrDagyZv9lNSKjQ	162.0	Its your say finally!	Carl's Jr	3.0	2.5	25
580	808 S Priest Dr	j4PI9fjIV3BKYJAHHi8NoQ	51.0	At your own risk	Subway	3.0	3.3	9
581	414 S Mill Ave, Ste 115	XfNDmxQiG5nZVZe-JY10NA	39.0	At your own risk	Stan's Metro Deli	3.0	3.3	15
582	2000 E Rio Salado Pkwy	jIlk4NUkoShYJVqA0edEpA	87.0	Its your say finally!	Axxio Pizza	2.0	2.5	15
583	1600 S 52st St	fi-SzL6uKzsprqsvo7MMnA	175.0	At your own risk	Fire + Spice	3.0	3.3	42
584	680 Mill Ave, Ste 101	8F-CalsRSKiPjjsx8ql8Lg	95.0	At your own risk	Five Guys	3.0	3.1	129
585	1050 E Lemon St	feFckrNF9-QzGrY4T9dAvQ	5.0	At your own risk	Copper Kettle-Salads Balti & Taandoori Grill	3.0	3.0	9
586	2000 E Rio Salado Pkwy, Ste 1056	EveFgxNoHkrs8ncSjkoINA	356.0	Must Visit!	Gen Korean BBQ House	4.0	4.0	261
587	3332 S Mill Ave	eN8mkjt_q686hGKi-A9ceg	203.0	Must Visit!	Byblos Restaurant	4.0	4.2	167
588	1826 N Scottsdale Rd	DD4d-8-DjnnXBE7lJ6w92A	41.0	At your own risk	Spacoli's Pizza and Wings	3.0	3.5	40
589	1857 N Scottsdale Rd	JT7cr4C-_ZjjxilGXVrpIA	204.0	Worth Visiting	Villa Peru Restaurant & Bar	4.0	3.6	124
590	26 S Farmer Ave	3L8D5tGJ4FzQQo6ZMvbVYg	266.0	At your own risk	The Lodge Sasquatch Kitchen	4.0	3.6	101
591	414 S Mill Ave	BBt-H2kcXYGumD0Ey84hQw	34.0	Worth Visiting	Delicious Factory	4.0	4.1	42
592	1761 E Warner Rd, Ste 5	7BIbvCkI7AXQMVC1-DHpCA	11.0	At your own risk	Priya Indian Cuisine	3.0	3.1	18
593	203 E7th St	ef9bmkR23POPI4uSEC5k5A	26.0	At your own risk	5 R Cha Thai Diner	4.0	3.9	14
594	5118 S Rural Rd	YZGAUc8CaWWc6ICSfeecoA	282.0	Worth Visiting	Pita Shack	4.0	4.0	91
595	10745 E Apache Trl	-17CAGmIRBHpPFlWBTDGuw	2.0	Its your say finally!	Papa John's Pizza	2.0	2.3	3
596	2000 E Rio Salado Pkwy, Ste 1001	ydt5yifyYhF5s430llv_Hw	1273.0	At your own risk	San Felipe's Cantina	2.0	2.4	192
597	26 E University Dr	iFGC7CIcVKWdIKjIO7w6Tw	200.0	At your own risk	Shady Park	3.0	3.3	68
598	149 S Farmer Ave	TaRpPKpoANfKd7av6KBMlw	42.0	At your own risk	Over Easy	3.0	3.1	28
599	2107 S Rural Rd	HlkjT-4MXW_efuEydjrR1A	6.0	Worth Visiting	Smile Thai Cuisine	5.0	4.8	8
600	3139 S Mill Ave	iD-D6tIN7o17HIb8bbxuXQ	389.0	Worth Visiting	Zesty Zzeeks Pizza and Wings	4.0	4.2	123
601	681 E Apache Blvd, Ste 104	-0Sgh0QlUKVsWosCWJzGqQ	23.0	Its your say finally!	Domino's Pizza	2.0	2.0	44
602	1835 E Elliot Rd, Ste C109	zUgDrRtGvK5ZTFlHCsTHwA	645.0	Must Visit!	VinciTorio's	4.0	3.9	358
603	219 E Baseline Rd, Ste H-2	zfiSQ1dl3vTJ-og96eqXGA	205.0	Must Visit!	Beijing Express	4.0	4.0	204
604	1435 E University Dr, Ste 12	pHpU8lnnxMuPWRHOysuMIQ	1929.0	Jewel of a place!	Salut Kitchen Bar	4.0	4.1	628
