	address	RestaurantID	Checkins	Recommended	Name	range	Rating	Reviews	
410	236 Euclid Ave	9k8cUeIuVDHhDJVw7bSgwg	45.0	At your own risk	Zoup!	3.0	3.4	17	
411	11500 Euclid Ave	8FBFFu--uMxj2pxMESeOeQ	129.0	Must Visit!	Dynomite Burgers & Sushi	4.0	3.8	79	
412	3006 Broadview Rd	1SJiW_mW6IlEe7hqMTnjYg	6.0	Worth Visiting	China Wok	4.0	3.9	9	
413	2071 E 4th St	knJh7agyWMdPyndI9dURjw	104.0	Jewel of a place!	Zócalo Tequilería	2.0	2.4	398	
414	12508 St Clair Ave	Q2fR4XDZPScez4b-Ttk5vA	10.0	Must Visit!	Janelle's Restaurant	5.0	4.8	6	
415	1900 Euclid Ave	8FZftD3Y5jQ2R44EDBqhlA	70.0	Must Visit!	Cafe Bon Appetit	4.0	4.4	46	
416	323 E Prospect Ave	n0NH0FW8NU3zfeJY3QluMQ	1129.0	Jewel of a place!	Flannery's Pub	3.0	3.4	230	
417	1313 W 6th St	gIZgDLdt-PW1j7QjV6z2Lg	168.0	Must Visit!	Hanabi Japanese Restaurant	4.0	4.2	90	
418	6338 Broadview Rd	emYhGfn1oIKNdUNHHCvGMg	14.0	Worth Visiting	Nice Place Cafe	4.0	4.3	3	
419	1111 West 10th St	huYgyzdbIwj2JF3U4fGT6w	34.0	At your own risk	W XYZ Bar	3.0	3.4	7	
420	2391 W 11th St	qMyYUz_V9I-jor53xb3bMQ	3.0	Worth Visiting	Porcelli's Bistro	4.0	4.3	10	
421	6208 Broadway Ave	5KluMMlJvYZGGFpGjdBDhg	2.0	Worth Visiting	China Kitchen	4.0	4.3	3	
422	13897 Cedar Rd	zGwZNFrE-Yfh85feqZcs6A	1.0	Worth Visiting	Za Za Food & Drink	4.0	3.7	3	
423	1050 W 10th St	3trdX3B7ZwmO2SKpQ9UJrg	82.0	Must Visit!	Flipside	4.0	3.6	74	
424	777 Starkweather Ave	_5PJ4GHIXNdUdXtohylKGQ	1359.0	Jewel of a place!	Lucky's Café	4.0	4.0	695	
425	10803 Lorain Ave	GJeequm4jhS8ei1b7-Q33A	24.0	At your own risk	Domino's Pizza	3.0	3.3	6	
426	12800 Larchmere Blvd	4sYUOH1R2r4mCCJSjJ66ow	278.0	Must Visit!	Academy Tavern	4.0	3.9	56	
427	17446 Lorain Ave	9-jtewo0SHAyBRLljyyaGg	14.0	Worth Visiting	Red Lantern	4.0	4.0	7	
428	100 Public Square	e1RcTvtihmYdf8At7hLgRw	1983.0	Jewel of a place!	JACK Cleveland Casino	3.0	2.9	254	
429	1101-1299 Walnut Ave	nOwexc-fUenxAtJf8cNW-g	112.0	Must Visit!	Walnut Wednesdays	4.0	4.5	17	
430	7201 Kinsman Rd, Ste 103A	ae_bWvkswYJZU4sOWOVVng	8.0	Must Visit!	Bridgeport Cafe	5.0	4.8	5	
431	2458 Fairmount Blvd	wjvyVdtP-VpHrzZ3qEHg6g	10.0	At your own risk	Subway	3.0	3.3	3	
432	2505 Professor Ave	XcQKsEUlh1W0R4iXbTA1Yg	127.0	Must Visit!	Dervish Grill Tremont	4.0	4.2	48	
433	6276 Pearl Rd	956ZfpypyxLLkRmlaHWGkA	33.0	At your own risk	Double Dragon Buffet	3.0	2.6	26	
434	6380 York Rd	whh4FifOxjPmhiBi0tyErg	60.0	At your own risk	Luna's Deli Restaurant	3.0	2.9	20	
435	13225 Shaker Square	wbGOeoSttZguRXldqaiBVA	152.0	Worth Visiting	Zanzibar Soul Fusion	3.0	3.0	73	
436	5555 N Marginal Rd	OnK_2xEmEmW0EunZnlZIag	10.0	Worth Visiting	E55 On the Lake	4.0	3.7	9	
437	1332 Carnegie Ave	RPxDu0iYWUbg-3v7zzxyCg	6.0	At your own risk	Verve Restaurant	3.0	3.4	5	
438	530 Euclid Ave	y30HGHBNQXFswKhAryz0tg	2.0	At your own risk	CLE Subs	3.0	3.2	4	
439	2175 S Green Rd	Z2zynjhj6umPoHwLVfyOkw	62.0	Worth Visiting	Don Tequila Mexican Restaurant	4.0	3.5	36	
440	127 Public Sq	sXY-t_J7fNteA9gWqWs9Qg	46.0	At your own risk	Jake's Lounge	3.0	3.2	14	
441	1213 W 6th St	eZo_WH35_ugK6kqcF0M2Ig	107.0	Its your say finally!	Bob Golic's Sports Bar And Grille	2.0	1.9	12	
442	2114 Brookpark Rd	r9QETdzuTTQpn-_exlL6jw	4.0	At your own risk	Mr Hero	3.0	2.8	4	
443	11901 Lorain Ave	Q4iaGE5XM4yguqENY32Ttw	30.0	At your own risk	Kabab Station	3.0	2.9	14	
444	2572 Scranton Rd	K6fYrrTorlpXmqutRcrHzg	1385.0	Jewel of a place!	Tremont Taphouse	4.0	4.1	385	
445	1007 Ivanhoe Rd	qHiaNXS_F1M8aEa7YfoqCw	9.0	Worth Visiting	Ocho Rios True Island Cuisine	4.0	3.9	17	
446	5670 Mayfield Rd	wlUiXdH1Cfj4do5kNxrOtw	13.0	Its your say finally!	Hunan of Lyndhurst	3.0	2.6	12	
447	3806 W 150th St	cYshR_iYRMFhyLmqjAX_SQ	16.0	Its your say finally!	Rally's	2.0	1.9	7	
448	2164 W 117th St	sX-7qfeKaN9wRr2eD0UmGg	98.0	At your own risk	Penn Station	3.0	3.2	11	
449	4205 Lee Rd	9duYfRH4imJbucLiOCqUWw	2.0	Its your say finally!	Dave's Surf & Turf	3.0	2.7	3	
450	3000 Superior Ave E	zH3HFpkJZ9EmWMRhw1oypA	64.0	Must Visit!	Superior Restaurant	4.0	4.3	32	
451	14121 Lorain Ave	lwLd3mQRtzywaf0ndkyOmQ	15.0	Its your say finally!	Marco's Pizza	2.0	2.3	9	
452	11446 Euclid Ave	tYNK4--H4WDaUBZ13salzA	72.0	Its your say finally!	Jimmy John's	2.0	2.5	11	
453	1616 W 25th St	VMcUG1dw4ldI_ldA2lGyEA	84.0	At your own risk	Kan Zaman	3.0	2.6	47	
454	2061 E 4th St	-_DxZ8gKU50sfuZEu4ypKg	590.0	Jewel of a place!	Saigon Restaurant and Bar	4.0	3.8	173	
455	3030 Superior Ave E	X1v2lPPXgJGaIufxJHvZCA	303.0	Must Visit!	Ha Ahn Korean Restaurant	4.0	3.9	104	
456	5382 State Rd	a1_ZedhXo5mVflOV471pCA	51.0	Must Visit!	Mely's Kainan	5.0	4.7	19	
457	2063 E 4th St	o4HbgQnUkYnTLsbb6K5hjg	535.0	Jewel of a place!	Society Lounge	4.0	4.1	191	
458	1475 S Green Rd	Aob9kNExpqUX5zD5culM9A	96.0	Must Visit!	Eat At Joe's	4.0	4.3	72	
459	9615 Lorain Ave	3Jx9x7QTbrzXcigublX6RA	4.0	Its your say finally!	Babe's Soul Food Restaurant	2.0	2.3	3	
460	3537 W 105th St	bsme1TUoEQt5EDF7O6HBrg	80.0	Worth Visiting	Dragon Light	4.0	4.1	14	
461	11623 Clifton Blvd	fZKECzeSUlr3kZL_2dzhrQ	43.0	At your own risk	Starbucks	3.0	2.9	15	
462	417 Prospect Ave E	fja2EnaSxKu1D7uctMhw-w	265.0	Jewel of a place!	Red The Steakhouse	4.0	4.2	175	
463	1276 W 6th St	6ExIH5FoPyMRhtz4p-2K1g	151.0	Must Visit!	Sushi Rock	3.0	3.3	105	
464	5722 Chevrolet Blvd	u2w7rfwl06rzHU7RcRkr9w	24.0	Worth Visiting	Antonio's Pizza	4.0	3.7	22	
465	20515 Southgate Park Rd, Ste 100	eJj9eDmM0dz7fZ04FI0aIg	3.0	Its your say finally!	Pizza Hut	2.0	2.0	5	
466	25869 Chardon Rd	DWeW4PKZQkXhgKdLtRsmFg	17.0	Worth Visiting	Michael's Bar & Grille	4.0	4.2	4	
467	2221 Professor Ave	G9UlT-mBMdUwoUGCW405ow	45.0	Worth Visiting	Lago	4.0	3.9	42	
468	1114 Center St	W1hXfgnugKfVV1wDhko5lw	276.0	Must Visit!	Flat Iron Café	4.0	3.9	57	
469	10700 Brookpark Rd	trZ9PBGPUil8NEAoFdb1rQ	23.0	Its your say finally!	McDonald's	1.0	1.2	4	
470	13051 Shaker Blvd	Fy_FojwGrizFhLWoTPxFuQ	105.0	Worth Visiting	Michael's Diner	4.0	3.8	31	
471	11472 Euclid Ave	rRTz0zVbjmrEY8dEZmPJTA	207.0	Must Visit!	Otani Noodle	4.0	4.0	124	
472	7020 Lorain Ave	WEs9MN1M6tixwEz844jCUw	10.0	At your own risk	Nunzio's Pizzeria	3.0	2.7	32	
473	4203 Ridge Rd	GVTL5nxjlhzdXJMy4-4HBA	4.0	At your own risk	Sun Sun Chinese Restaurant	3.0	3.5	11	
474	2159 Broadview Rd	A4GjSb9NhUKGUoyyGHNwYQ	2.0	Worth Visiting	Don G's Pizzeria	4.0	3.8	18	
475	7936 York Rd	qsDxZtF-tauBMHl_NZYssw	21.0	Worth Visiting	The Crystal Keg Bar & Grill	4.0	3.7	11	
476	2175 Lee Rd	CSBNoeTyY_PjH0Wdcw7S2w	6.0	Worth Visiting	Aeoshi Cafe	4.0	4.1	10	
477	3615 Superior Ave	1hFksNGqkzHBgYSp8H394w	32.0	Worth Visiting	The Cleveland Flea	4.0	4.5	6	
478	3709 Payne Ave	o_une30mUUXlFdcud-cqWw	77.0	Must Visit!	Seoul Hot Pot	4.0	4.0	45	
479	1228 W 6th St	DPJMGfVPeSMBjAVKKKxiKw	95.0	At your own risk	The Blind Pig	3.0	2.7	21	
480	15115 Puritas Rd	Bl8_M_kDXZt_zsrLRgDulA	34.0	Must Visit!	Al & B's Barbeque	4.0	4.2	39	
481	12306 Buckeye Rd	UbmWUWX_Or7u_w0hGfHUbQ	2.0	At your own risk	Muncheez	3.0	3.3	6	
482	5216 Broadview Rd	Aqhy2ZYpEeJ61aIJH_iCxw	13.0	Its your say finally!	East China	2.0	2.1	22	
483	2058 W 25th St	9LAXz_VfATZ0kLdaavkN4g	213.0	Jewel of a place!	Bakersfield	4.0	4.3	216	
484	2903 Clark Ave	06DxO1hUPQJmtUzIbVNKwQ	10.0	Its your say finally!	Popeyes Louisiana Kitchen	2.0	1.9	10	
485	5989 Canal Rd	G63I6tTMcQDBavorYBWUSg	108.0	At your own risk	Champps Restaurant & Bar	3.0	2.9	29	
486	11409 Euclid Ave	OOXUDZVOREgjwrLiwr3Spg	122.0	At your own risk	The Corner Alley at Uptown	3.0	2.9	43	
487	22801 Emery Rd	CxvirkRLRYaspG6GKn73YQ	42.0	Its your say finally!	McDonald's	1.0	1.0	4	
488	5300 Riverside Dr	ln-9sGJL8hVjSDwDcwEXWw	20.0	Its your say finally!	U Food Grill	2.0	2.3	7	
489	619 Prospect Ave E	HmF1uRRxucvELiPWXXsZPw	105.0	Must Visit!	Helio Terra Vegan Cafe	4.0	4.4	62	
490	230 W Huron Rd	zB4w1HYzZ9tBwjLNvLNc3Q	102.0	Its your say finally!	Houlihan's	2.0	2.2	23	
491	3718 Pearl Rd	VBxKOEdjg7ryuA2Ni080rA	4.0	Worth Visiting	China Town 1	4.0	3.8	4	
492	2814 Detroit Ave	rj5TMsJ3Hq5QUm9RzJYKcQ	16.0	Worth Visiting	Bounce Nightclub Hinge Lounge	4.0	3.7	9	
493	2802 Clark Ave	Vu6yNbKinh-54QT8i27LCw	2.0	Worth Visiting	Hong Kong Kitchen	4.0	3.7	3	
494	7524 Father Frascati Dr	haGstZfcH0IeRPncH2oFPQ	89.0	Must Visit!	Cha Spirits & Pizza Kitchen	4.0	3.6	75	
495	5504 Harvard Ave	e43cDdpfYKn3PLDq5T2AyQ	4.0	Worth Visiting	Brickhouse Bar & Grill	4.0	3.6	7	
496	Tower City Ctr	cL38u23Ez492pToB4xZZXQ	36.0	Its your say finally!	Pedro's Pedro's	2.0	1.5	4	
497	1859 W 25th St	vmOnhwEiqBOCaTegD_cUDg	51.0	Worth Visiting	The Garage Bar	3.0	3.5	15	
498	4502 St Clair Ave	_8Os_hsIMqO7njlJChHdvA	10.0	Worth Visiting	Marie's Restaurant	4.0	4.0	4	
499	3306 St Clair Ave NE	vDPRMZPe6lfy0MAcycvQUw	13.0	Worth Visiting	Fifth Wheel Restaurant	4.0	4.0	5	
500	2217 E 9th St	1FbPiw_tWdyjrUcJa41Zvg	43.0	At your own risk	Goodfellers	3.0	3.0	18	
501	2549 Lorain Ave	Xg_eCdx99z5Y1oTLimniOw	163.0	Jewel of a place!	Boaz Cafe	5.0	4.7	113	
502	3530 Ridge Rd	M5tclVg-PSf-XbSRvUG-AA	3.0	Its your say finally!	ABC Taxi Company	2.0	1.8	15	
503	2621 W 14th St	cUwNW5NEua_yMcAx-X2sMg	760.0	Jewel of a place!	Grumpy's Cafe	4.0	3.9	273	
504	651 Huron Rd E	HYm_XUwKk_s-gCC0kdERDA	31.0	Worth Visiting	Gateway Bar And Grill	4.0	3.5	24	
505	14001 Lakewood Heights Blvd	rgdD0z1plae_ewOluEq8iQ	35.0	Worth Visiting	Speedys Grub Shack	4.0	4.0	20	
506	12310 Superior Ave	mvqvZ1ipV6xNP7WU4guI4g	1.0	Its your say finally!	Hot Sauce Legacy BBQ	3.0	2.7	3	
507	11623 Euclid Ave	UQMQDq8yuxnyQyBIoKhzoQ	256.0	Must Visit!	Indian Flame Restaurant	4.0	3.5	125	
508	575 E 140th St	LJe2qhqA9nWWXED4mB8aoQ	4.0	At your own risk	Calypso's Restaurant	3.0	3.3	3	
509	6125 St Clair Ave	N5nB7bt89WYvobTGIP1vPA	116.0	Must Visit!	Empress Taytu Ethiopian Restaurant	4.0	4.0	92	
510	9591 Vista Way	J-3u7M186SmAoC1l0ViEFw	44.0	Worth Visiting	Penn Station	4.0	3.5	12	
511	2218 Murray Hill Rd	_g0dF6TAj7-RlSUfsGwl7w	7.0	At your own risk	Teahouse Noodles	3.0	3.5	11	
512	1801 E 9th St	B2yz5yAviP9sj8p1G6xi1g	4.0	At your own risk	C'estlavie	3.0	3.0	4	
513	5871 Mayfield Rd	qbDaSyxDfUZNheucJym2Pg	44.0	At your own risk	Golden Dragon	3.0	2.7	30	
514	13046 Lorain Ave	BR92F6HmOHq-uKtMgyr7rw	264.0	Must Visit!	Der Braumeister	4.0	3.7	82	
515	14007 Puritas Ave	3tPemruVItQW12O3tYnsxg	15.0	Must Visit!	Bylo Gyro Bob's	5.0	4.6	15	
516	1979 W 25th St	xiUVYCnW8pNL2uiMjETtQA	72.0	Worth Visiting	Johnny Hot Dog	4.0	3.9	9	
517	869 Jefferson Ave	5mJlO3oCw_4vvbq1qM6OEg	213.0	Must Visit!	La Bodega	4.0	4.0	81	
518	7445 Day Dr	ZPm6lZlNO9iG1_v0GF_Gqw	15.0	Its your say finally!	Georgios Oven Fresh Pizza	3.0	2.7	5	
519	10223 Brookpark Rd	hGEutUMfbpSdCiekvbW-rg	12.0	At your own risk	Subway	3.0	3.3	3	
520	5251 Turney Rd	qCJ5txE34m5OHx4UVRzCTA	3.0	At your own risk	Wendy's	4.0	3.5	4	
521	3255 W 117th St	iDUPJOcU1VRQv9aK6Egztw	87.0	Its your say finally!	White Castle	2.0	2.4	10	
522	6219 Pearl Rd	jrrozZmlFKp5KaVTD1fq3g	22.0	Its your say finally!	Victorio's Family Restaurant	2.0	2.5	6	
523	1701 E 12th St	7-K3HAcYkS92V0tdgmM2_A	29.0	Worth Visiting	Cedarland Express	4.0	4.0	20	
524	3761 Lee Rd	lxU5_YEsvMsn1k7Ol-i3xQ	4.0	Its your say finally!	Sam Sylk's Chicken And Fish	2.0	2.3	15	
525	1900 E 9th St	akjewrvAc_LwLqbZ-kqQ5Q	9.0	At your own risk	Cafe 1845	3.0	3.0	7	
526	6330 Brookpark Rd	gGlFPw1TFJANUl_FFmSNgA	9.0	Its your say finally!	Wendy's	2.0	2.1	11	
527	12210 Larchmere Blvd	GiqQniByPQZJcwU6yvlgeQ	19.0	Must Visit!	Poison Berry Bakery	5.0	4.8	15	
528	8933 Cedar Ave	m6O4gOfTtqJKmz0Ev2-PCg	24.0	Must Visit!	Doc And Lennies	5.0	4.7	20	
529	7134 Denison Ave	vBV9TEGfaBWw_uXJn8-J1g	2.0	Its your say finally!	Mr Hero	2.0	2.3	3	
530	6370 York Rd, Ste 5	lfdiEgr4xbbn6waskIZj4A	127.0	Must Visit!	Pounders Bar & Grill	4.0	4.2	38	
531	1717 E 9th	r3lT2Qd80FXBoJKaVGY1Vw	99.0	Must Visit!	Al's Deli	4.0	4.3	37	
532	621 E 185th St	B0qB9pWaYOFx_iv_KNSLbw	10.0	Worth Visiting	Irie Jamaican Kitchen	4.0	4.1	19	
533	623 Euclid Ave	LJwS9epPXXvzel7bZ616Gg	29.0	Must Visit!	Marble Room Steaks and Raw Bar	4.0	3.9	49	
534	21789 Lorain Rd	7fiRVsawDX0vCpoMTbbxcQ	3.0	Its your say finally!	China House	2.0	2.2	16	
535	6168 Broadview Rd	dcytjy24XmYrLtjTjgyEZA	10.0	Worth Visiting	Rocky's Pizza	4.0	3.8	18	
536	1515 W 3rd St	8bnX7WyIZ_ZMoUNnkkFa_Q	46.0	At your own risk	TURN Bar + Kitchen	3.0	3.0	20	
537	3030 Superior Ave E, Ste E	AbPQf-X7awuPFDULiJ43bg	2474.0	Jewel of a place!	Superior Pho	4.0	4.2	531	
538	13120 Shaker Sq	YyyqcbVyoBo4wPsgowUtUQ	330.0	Must Visit!	SASA	4.0	3.8	86	
539	12022 Mayfield Rd	unDs06rQ8V-d8-EujSVe8A	75.0	Worth Visiting	Gusto!	4.0	3.7	31	
540	2112 Rockwell Ave	lFmodN3eYipeWBmE9fwzxw	4.0	At your own risk	Lancers On 21	3.0	2.8	4	
541	1658 St Clair Ave NE	MjLRxNBuFR9DvA2XzQAXIA	70.0	Must Visit!	Danny's Deli	5.0	4.7	41	
542	1979 W 25th St	Lo_kU1f3Jd1qCQNrUVeo_w	126.0	Worth Visiting	Crêpes De Luxe	3.0	3.4	53	
543	1540 E 55th St	6h5UmbIV4HPFj5bklXj75w	11.0	At your own risk	McDonald's	3.0	3.3	3	
544	12200 Mayfield Rd	epAifIGqwj5oFp5MV8kgiQ	552.0	Jewel of a place!	Mia Bella Restaurant	4.0	4.3	384	
545	4537 Mayfield Road	K6I_546GX7wxvI4CVZDrRQ	31.0	Its your say finally!	Taco Bell	2.0	2.4	21	
546	7533 Pearl Rd	6WdKJJbK6EC5R8PKGWMsng	16.0	At your own risk	Katherine's Family Restaurant	3.0	3.2	13	
547	724 Prospect Ave	WuPSEvu8pES752S92awAVQ	58.0	Its your say finally!	Buffalo Wild Wings	2.0	2.3	30	
548	308 Euclid Ave	6x4BDO6DrX9QXecdPCpVwA	3.0	At your own risk	House of Blues Restaurant & Bar	3.0	3.3	3	
549	12447 Cedar Rd	qGJZ1C3rUjqZ6LAtNMjQtw	308.0	Must Visit!	Aladdin's Eatery	4.0	4.0	123	
550	5869 Broadview Rd	9bxcpud3GREFOxKY2cbheA	70.0	Must Visit!	Verso Casual Italian Bistro and Pizzeria	4.0	4.0	47	
551	1306 W 65th St	wmstf9dw0-kN3YThIxx8eQ	360.0	Must Visit!	Stone Mad Pub	4.0	3.7	131	
552	5164 Pearl Rd	rQ9qBma0ol5N5O_sOZ-l8w	5.0	Worth Visiting	Goodman's Sandwich Inn	4.0	4.3	11	
553	1350 Euclid Ave	TW6A7M0j0R9hp1zYpxz2FQ	106.0	Must Visit!	District	4.0	3.5	93	
554	16800 Lorain Ave	L-Go77QiXmXsYt9dYULPww	234.0	Must Visit!	Sí Señor Mexican Restaurant	4.0	3.7	75	
555	5848 Mayfield Rd	IoPSrK19Xd9FG_Q0x_CcLQ	7.0	Worth Visiting	Giuseppes Pizza & Subs	4.0	3.9	10	
556	13114 Shaker Sq	mTcPc9rE43XrG05RQOjnWw	71.0	Worth Visiting	Zanzibar Soul Fusion	4.0	3.7	41	
557	3908 Denison Ave	vybX7mQJLYm6HP1vRxZBDQ	27.0	Worth Visiting	Ugly Broad Tavern	4.0	4.2	13	
558	2717 Lorain Ave	JJGr_k3F26K1ShNLdxfYRQ	5.0	Worth Visiting	Hansa Import Haus	5.0	4.7	3	
559	509 Prospect Ave	LvnOhs9Udhyp5adF7Cq98g	420.0	Jewel of a place!	Sushi 86	4.0	4.0	178	
560	2247 Professor Ave	Nkb9_PKgnVYZe8W1y_fBRg	104.0	Must Visit!	Dante Next Door	4.0	4.3	58	
561	140 Public Sq	w1Dt_Dsbm40IgdVERLv5sQ	217.0	Worth Visiting	Jake's	4.0	3.5	25	
562	3176 Fulton Rd	TS4YBX-Wd71lrN6lwKCj0Q	2.0	Worth Visiting	The Grill On Fulton	5.0	4.7	3	
563	6287 Pearl Rd	dt09TJuvnZR6dRd30CKNaA	10.0	At your own risk	Marco's Pizza	3.0	3.2	4	
564	435 E 200th St	0_3vFRwwoOxu6PF-N9gZdw	8.0	Worth Visiting	Dairy Queen	4.0	3.7	3	
565	18340 Bagley Rd	l_MAsRrpzf2sXPykr9DyxQ	53.0	Must Visit!	Capri Pizza	4.0	4.2	52	
566	3922 St Clair Ave NE	USRXU4ASBAFSKhlk-KVrCw	140.0	Worth Visiting	Bo Loong	3.0	3.0	71	
567	5000 Euclid Ave	KUAI4xdaC3BJmkpT22KIVQ	6.0	At your own risk	ENCORE Rock Bar & Grill	3.0	3.2	13	
568	230 W Huron Rd	LVjo-nTZt7FoOMBJfiKs3A	72.0	At your own risk	Starbucks	3.0	3.3	6	
569	4017 Saint Clair Ave	ryG0kC_7fmBMrl-g2NFa2A	33.0	Worth Visiting	Annie & Earl's	4.0	4.4	17	
570	2044 Euclid Ave	1v9TVINzMod7JfSQI7Aayw	135.0	Must Visit!	Bombaychaat	4.0	4.0	80	
571	2516 Market Ave	meXjqyhTNLFmknY39y2sMg	3136.0	Jewel of a place!	Great Lakes Brewing Company	4.0	4.1	751	
572	721 Bolivar Rd	B7pLK62P0rRxz25HV4RXFA	48.0	Worth Visiting	Victory Alley	4.0	3.6	14	
573	3511 Steelyard Dr	N9qQPezv9swXFLPgoMdhOg	115.0	Its your say finally!	IHOP	2.0	2.2	33	
574	11534 Clifton Blvd	I5YF1kl3LCVM6nDeP8rUzQ	65.0	Worth Visiting	Papa Nick's Pizza & Pasta	3.0	3.2	41	
575	19609 Puritas Ave	78V1WQHXc5UUfttHm07Grg	24.0	Worth Visiting	Pit Stop Deli	4.0	3.6	10	
576	11440 Euclid Ave	z71cDtFTgwvT7ihsxesTzA	22.0	At your own risk	Chapati Indian Grill	3.0	2.9	40	
577	12117 Mayfield Rd	_PUGXxBeY2Z9OOosFS056w	48.0	Worth Visiting	Tavern Of Little Italy	3.0	3.2	33	
578	5615 Mayfield Rd	OS_VB6MzlGnw4451XdaZXg	8.0	Its your say finally!	Lyndhurst Valero	2.0	2.0	3	
579	5720 Mayfield Rd	BUz4cv0BqwLA4Vrptp1OxQ	6.0	Its your say finally!	Sharpys Subs	2.0	2.3	6	
580	8515 Euclid Ave	sARejHFyWLA93RgGwkhy5g	16.0	At your own risk	Burger King	3.0	3.4	5	
581	4277 West 150th St	7FFlMoNoIW5W3KgCYqknmQ	270.0	Worth Visiting	Cleveland Airport Marriott	3.0	3.5	45	
582	5080 Mayfield Rd	qzjMO-bLXirGU1Q4_8vJEg	54.0	Worth Visiting	Vicinato Pizza	3.0	3.4	27	
583	21 Prospect Ave E	kf5vUoZTGedgydqce2e08g	46.0	Worth Visiting	Fat Fish Blue	3.0	3.4	29	
584	1071 Ivanhoe Rd	K_xtAppJIWWeO8pNzK22lA	4.0	Worth Visiting	Messina Pizza & Bakery	4.0	4.5	4	
585	1150 Huron Rd E	QYio9HySny2cMcIs8YjMCQ	12.0	Must Visit!	Zaytoon Lebanese Kitchen	5.0	5.0	25	
586	4555 State Rd	fjjDfZkChBWyCtbL7bvb2Q	187.0	Worth Visiting	Wexler's Tavern & Eatery	3.0	3.4	39	
587	1075 Old River Rd	uYGccFiK5EdKBV0W33eGoA	4.0	Must Visit!	On Air Studio	5.0	4.8	5	
588	3700 Superior Ave E	9p-oDNOVSG38rRN-15MviQ	193.0	Must Visit!	Korea House	4.0	3.9	84	
589	2079 E 4th St	JkQSLe_rBftbTJdZuQFlSw	493.0	Jewel of a place!	Chinato	4.0	3.8	272	
590	12503 Union Ave	5AWuy1gmFuqyQfj0484fcA	5.0	At your own risk	Cmb Soul Food	3.0	3.2	6	
591	1150 Front Ave	TaEASKZil0TT7CAzyqFUgw	84.0	Worth Visiting	Margaritaville	2.0	2.3	113	
592	3142 Superior Ave	10Jk5ilimXrfAq8JJ1gISg	235.0	Worth Visiting	Saigon Grille	4.0	3.5	62	
593	6935 Pearl Rd	iZfeH70e_YFLrURT8WuCYQ	73.0	Worth Visiting	El Rodeo	3.0	3.0	49	
594	1432 W 29th St	JBt7b3Z9of23xuz3_uIq3Q	186.0	Must Visit!	Beet Jar Juicebar & Takeaway	5.0	4.6	69	
595	17887 Bagley Rd	QQLVFIx7vevEe0luzqPZQg	11.0	Its your say finally!	Damons Grill	2.0	2.2	35	
596	2123 E79th St	v2a8hI1Tsi1SgFKFWD39qQ	7.0	Must Visit!	Wasabi Restaurant	5.0	4.9	9	
597	14747 Lorain Ave	5indH5UpallkkTNmXTMn7w	34.0	Its your say finally!	Popeyes Louisiana Kitchen	2.0	2.2	20	
598	16804 Lorain Ave	BR7lkLeaLCZtUBvCLnltww	55.0	Must Visit!	Big Daddy's Cheesesteaks	4.0	4.2	29	
599	3600 W Park Rd	IhnaDVJLfE2T-jhZZ6nESQ	7.0	Must Visit!	5 Points Coffee & Tea	5.0	4.6	11	
600	2681 W 14th	L4xtiJPS_VSbmBxTfOwjCQ	36.0	Worth Visiting	A Cookie & A Cupcake Boutique	4.0	3.9	26	
601	2044 Broadview	z82CyKgRSX2KyUWgphygtg	48.0	Worth Visiting	Gabe's Family Restaurant	4.0	3.8	26	
602	465 Richmond Rd	JoMHtnAfdBI78-u17mqw8Q	13.0	Its your say finally!	McDonald's	3.0	2.7	3	
603	11420 Buckeye Rd	INsBi18bVl4UNqRcGzAkLQ	6.0	Its your say finally!	McDonald's	1.0	1.4	5	
604	7080 Engle Rd, Ste A	NYOONIzD1T0yY9MuCglwLQ	40.0	Worth Visiting	Penn Station	4.0	3.5	11	
605	3826 Lee Rd	LMam7VLCMJfa1EoUfAv61Q	54.0	Worth Visiting	Shark's Seafood & Deli	4.0	3.9	37	
606	1827 Coventry Rd	IWx4Yx1h-ramDGBNqNQ4MQ	65.0	Worth Visiting	Jimmy John's	3.0	3.2	29	
607	3400 St Clair Ave	jQe-ZROYfR7dTgUhAtjvrQ	34.0	Worth Visiting	Angie's Soul Cafe	3.0	3.4	32	
608	3120 Superior Ave E	XUA7xA7myMaCuN6G3xYdIA	285.0	Must Visit!	Number One Pho	3.0	3.2	172	
609	140 Public Sq	bM3ARXFMxGrntnHS6a7vEQ	343.0	Jewel of a place!	Flaming Ice Cube	4.0	4.1	129	
610	3954 Mayfield Rd	W80o5A-ajAznRWO3E5J7EQ	27.0	At your own risk	Bill's Coffee Shop	3.0	3.3	9	
611	20920 Brookpark Rd	0youcKV6-eE3F2MQj1l6Fw	206.0	Worth Visiting	100th Bomb Group	3.0	2.8	116	
612	1153 Main Ave	dPIQurJHDMt1KDlXolNFhw	76.0	At your own risk	Nautica Queen Cruise Ship	3.0	3.0	29	
613	8700 Detroit Ave	JhxI7oS_jsFnq34dDubugQ	6.0	At your own risk	Ferris Steak House	3.0	3.4	8	
614	1615 Golden Gate Plz	GoWNE6T23FNqSG0njOtiig	19.0	Its your say finally!	Chuck E.Cheese's	2.0	2.2	5	
615	5190 Pearl Rd	yZE8Vwam62qWB5bO0kvp6w	3.0	Its your say finally!	Little Caesars Pizza	2.0	2.2	6	
616	1295 Old River Rd	MDJWdWaqOjFAGby5i35I6g	7.0	Its your say finally!	The Odeon Concert Club	2.0	2.3	3	
