	address	RestaurantID	Checkins	Recommended	Name	range	Rating	Reviews	
384	16770 N Perimeter Dr	jN3dFXrN7y-fntO__BBJ2g	21.0	At your own risk	Agave Southwest Bar and Grill	4.0	3.6	13	
385	7601 E Gray Rd	L8xcyoyugR6xK1QmBkyfyg	28.0	Worth Visiting	Yatai Ramen AZ Food Truck	4.0	3.9	15	
386	8123 E Roosevelt St	ZN8EHmoe4Xjy4q4Y8ROEfw	387.0	Must Visit!	Saigon Bowl	4.0	4.3	160	
387	8120 N Hayden Rd, Ste E-100	4dCOilGYflzGzizOPKyvow	1792.0	Jewel of a place!	Grassroots Kitchen & Tap	4.0	4.4	553	
388	2334 N Scottsdale Rd, Ste A133	r5PLDU-4mSbde5XekTXSCA	5404.0	Jewel of a place!	Defalco's Italian Grocery	4.0	4.4	1057	
389	3530 N Goldwater Blvd	aKvVbg35NUzudmS5ntQriA	222.0	At your own risk	Tokyo Express	3.0	3.2	44	
390	10240 N 90th St, Ste 105	snIAyWu0r0FBO063SEmi1w	183.0	At your own risk	Cousins Subs	3.0	3.4	30	
391	9679 N Hayden Rd	LRtMYHzPuKMmHjy96VifBQ	38.0	Its your say finally!	Burger King	2.0	2.1	17	
392	7014 E Camelback Rd, Ste 1023	6ByEVNwpXqh-e9lNQ_X47w	411.0	Worth Visiting	Grand Lux Cafe	3.0	3.4	108	
393	7678 E Greenway Rd, Ste 104	a8HUj1osAWzyYFNzTHIm8g	21.0	Worth Visiting	Lucy's Cafe & Grill	4.0	3.7	17	
394	2534 N Scottsdale Rd	z4K95Y4P5nMrtJiDtXWDYA	460.0	Must Visit!	Los Sombreros	4.0	3.7	290	
395	6000 E Camelback Rd	YK3RMpsJXul-suGJ3cEy7Q	7.0	Worth Visiting	Mowry & Cotton	4.0	3.8	8	
396	7707 E McDowell Rd	wOIh5bvOsSv1zcRrX6A8Lw	45.0	Worth Visiting	Avalon	3.0	3.4	86	
397	1312 N Scottsdale Rd	1Ai-ashfNW5nWgOqDars3g	21.0	Its your say finally!	HomeTown Buffet	1.0	1.4	19	
398	9800 E Talking Stick Way	Pfi812k1E6TMnC1NRzH3Pg	676.0	Jewel of a place!	Orange Sky	4.0	3.9	462	
399	8876 E Pinnacle Peak Rd, Ste 104	BJW6rCMoWcn8fDFhbMVyEQ	187.0	Must Visit!	Jade Palace	4.0	4.0	141	
400	9330 E Poinsettia Dr	6MEKzqX4uuxBTqavZKdc4g	23.0	At your own risk	2 Men and A Pizza	3.0	3.4	15	
401	14144 N 100th St	tQm5R5UsWBzxsOGLPjfLJQ	781.0	Worth Visiting	Big Eye Sushi Bar	3.0	3.5	182	
402	15807 E Frank Lloyd Wright	9BIpjY9ue1IDN9ZCZS8EyQ	263.0	At your own risk	Jersey Mike's Subs	3.0	3.1	54	
403	4700 N Scottsdale Rd	6TKJDgTrUoD3zu77A4JHnQ	38.0	Its your say finally!	Coco's Family Restaurant	3.0	2.7	13	
404	2825 N Scottsdale Rd	NtfAbj7MSj5IOhAsGM0-5w	899.0	At your own risk	Einstein Bros Bagels	3.0	2.8	53	
405	8320 N Hayden Rd, Ste D 101	1iDBWrwjfk4w_ThhL_qTYQ	18.0	Its your say finally!	Bistro Du Lac	2.0	2.5	32	
406	7255 E McCormick Pkwy	7cLLZOdfsXqg1zqiK0HMIA	239.0	Worth Visiting	Chart House	3.0	2.9	189	
407	7200 N Scottsdale Rd	21aN-c-5CjugDRiSdjrH3g	51.0	Its your say finally!	JD's Sports Pub & Lounge	2.0	2.5	21	
408	5101 N Scottsdale Rd	HGLMe4y0y_VsBkDLdpfBLA	432.0	Worth Visiting	Papi Chulo's Mexican Grill & Cantina	3.0	3.1	193	
409	10101 E Bell Rd, Ste 109	V-jICfSJcUC794xewtRI5A	15.0	At your own risk	Rochelli's	4.0	3.5	20	
410	8668 E Shea Blvd	q2WTpKRmii5lhJdAv4Nxsg	97.0	At your own risk	Rock Bottom Restaurant & Brewery	3.0	3.3	21	
411	8140 N Hayden Rd	1YdO6O1iEqhHTM-N0K5pHA	3.0	Its your say finally!	Benedetto Ristorante e Bar	3.0	2.7	3	
412	8018 East Thomas Rd	OQ2QdaD0StfptJXv15KSkw	216.0	Worth Visiting	Pho King Kitchen	4.0	3.6	142	
413	10115 E Bell Rd, Ste 111	GA_Nx4xA3Z4pn9i5XKF1Wg	692.0	Must Visit!	Nori Sushi Scottsdale	4.0	4.2	164	
414	20581 N Hayden Rd, Ste 115	BSmqxPbQglQwP2R56OqOag	871.0	Jewel of a place!	Local Bistro	4.0	4.0	404	
415	6149 N Scottsdale Rd	IsN0qEzgAXBjbT3qn6lokA	947.0	Must Visit!	Humble Pie	4.0	3.6	257	
416	9049 E Indian Bend Rd	E9Br7PAWnMeYq4FYRiW8Og	102.0	Its your say finally!	Arby's	2.0	2.5	16	
417	10315 N Scottsdale Rd	K64Uw3a2Enh2MznpwRHWKQ	182.0	Must Visit!	Razz's Restaurant & Catering	4.0	4.3	161	
418	7101 E McDowell Rd	rZTHH79jW9_QkLUpTwMZhw	32.0	At your own risk	King Buffet 2000	3.0	3.3	17	
419	9030 E Via Linda	oV0Zr6AR0XFSYCNRF9D4qA	30.0	At your own risk	Versus Sports Grill	3.0	2.9	12	
420	7135 E Camelback Rd, Ste 195	wUKzaS1MHg94RGM6z8u9mw	7432.0	Jewel of a place!	Olive & Ivy	4.0	4.1	1495	
421	6114 North Scottsdale Rd	lGQBELdN69JyjF8-3_mE4w	5.0	Worth Visiting	Turquoise Bar @ The Andaz	5.0	5.0	3	
422	7134 E Stetson Dr, Ste 200, Old Town Scottsdale	0gXYLVPNWz0WT8wXQVpS0g	3843.0	Jewel of a place!	The Herb Box	4.0	3.9	693	
423	6990 E Shea Blvd, Ste 116	B9rn4K_nDnNiIUF-6_0-qA	90.0	Worth Visiting	Zak's Chocolate	5.0	4.9	30	
424	7111 E 5th Ave	5CeizAHfOQJOI6sSh0kJmw	112.0	At your own risk	Best of Italy - Pizza & Subs	3.0	2.5	57	
425	17050 N Thompson Peak Pkwy	jz4lgoy76EUsLvhcFYgHAw	686.0	Worth Visiting	Temple Bar Sports Grill	4.0	3.5	120	
426	4301 N Civic Center Plz	goi1r30_CjH9TymbMs9OwQ	489.0	Worth Visiting	The Toasted Cork	4.0	4.0	100	
427	15784 N Frank Lloyd Wright Blvd	EYB3LarwcnLKeXqbWVPvRA	183.0	At your own risk	Boston Market	3.0	2.9	26	
428	7114 E Stetson Dr, Ste 105	atNpoWy_XrhT9EUIEP6azg	43.0	Worth Visiting	Metro Brasserie & Bar	4.0	3.6	76	
429	15689 N Hayden Rd, Ste C3	96Vw0PWQGP0WWrtcn8OPMw	37.0	Worth Visiting	Aladdin Mediterranean Deli & Cafe	4.0	4.0	19	
430	15784 N Pima Rd	a8sW8A49tyY0bzvN0b6bgw	36.0	At your own risk	Earl's	3.0	3.3	37	
431	4343 North Scottsdale Rd	KNm74uAtWpemDnlBLkiU-Q	5262.0	Worth Visiting	Café Conmigo	4.0	3.9	20	
432	15024 N Scottsdale Rd, Ste 100	YjAo1DBb0YuPE_RWmhNyrA	1177.0	Jewel of a place!	The Greene House	4.0	3.8	395	
433	8777 N Scottsdale Rd, Ste 308	Quayv4ZFz7z9xKQHnXbQQg	313.0	Must Visit!	Cuttlefish	4.0	3.9	142	
434	14601 N Scottsdale	t1XAck4oVs41zQ1gtgRGAw	239.0	Worth Visiting	Zoes Kitchen	3.0	3.4	99	
435	6000 E Camelback Rd	bNNF6Z91L7Omfdi8QSo2_w	240.0	Worth Visiting	Il Terrazzo	4.0	3.6	69	
436	10050 N Scottsdale Rd, Ste 127	KQfNXddjM-sinrmWrFiSyQ	532.0	Must Visit!	Sonata's Restaurant	4.0	4.1	244	
437	15027 N Thompson Peak Pkwy	VzSUgIOcyO7JmTwYDnyivQ	1072.0	Must Visit!	Flo's	4.0	3.6	309	
438	8970 E. Shea Blvd.	CUZu35ngL2-NyXIUuXEX0w	513.0	Worth Visiting	Red Robin Gourmet Burgers	3.0	3.1	98	
439	10455 E Pinnacle Peak Pkwy	O6rGW7A7l_125-xzTZkRLQ	264.0	Must Visit!	Sassi	4.0	4.0	225	
440	7014-590 E Camelback Rd	NwDoIga1BfKAsw-0xq62iQ	39.0	Worth Visiting	Juicd Life	4.0	4.3	3	
441	20511 N Hayden Rd	GJVF0797Y2fVkMZFQFM8Rg	313.0	Must Visit!	Kale & Clover	4.0	4.1	186	
442	15705 North Hayden Rd, Ste C8-9	j0h8OH6ktQsnTmIaJsN5Hw	365.0	Worth Visiting	Rubio's	4.0	4.0	76	
443	6922 E Main St	ufostEB8B3PC8treZ6FjlQ	1545.0	Jewel of a place!	Craft 64	4.0	4.5	425	
444	7620 E Indian School Rd	zqNgwQjj0_XAll-neGikIw	659.0	Must Visit!	Merci French Cafe & Patisserie	4.0	4.1	261	
445	10050 N Scottsdale Rd	dHugOm6IEuchuykiQL6Qfg	106.0	At your own risk	Sandbar	3.0	2.9	43	
446	7014 E Camelback Rd, Ste 1433	nVMw0d7zD5Z2VTPDey61qg	138.0	Worth Visiting	Modern Burger	4.0	3.9	31	
447	7049 E Mcdowell Rd	yt1C94WXeUokPsjyqWWaiQ	80.0	Worth Visiting	Caribbean Palm - Scottsdale	4.0	3.8	65	
448	7101 E Thunderbird Rd, Ste 101A	p9HBOmsGac_VAL1U25kMZg	5.0	Worth Visiting	Crush'd Wine Bar and Market	4.0	4.5	6	
449	14747 Northsight Blvd, Ste 116	sYDc1TENwCKLHvprBa5rLw	53.0	Worth Visiting	China Jade	3.0	3.1	73	
450	7325 E Frank Lloyd Wright Blvd	YuBeRmlrnrgqv6Pu50D7Qw	57.0	Worth Visiting	Rumbi Island Grill	4.0	4.2	21	
451	7014 E Camelback Rd	mqqpu_OBoaQmtA4wFfG-Yg	2002.0	Must Visit!	Z'Tejas Southwestern Grill	3.0	3.4	236	
452	7605 E Mcdowell Rd	aRFQvXxX6_DLVEbPk5WfZQ	216.0	Its your say finally!	Denny's	2.0	2.4	50	
453	9261 E Via de Ventura	Hb8pO9jpr4IeB6cFcVZxxA	470.0	Worth Visiting	Ventura Grill	3.0	3.4	93	
454	9619 N Hayden Rd	V81Ahkb9QFlbEx4PoeRiyA	71.0	At your own risk	JP Pancake	3.0	2.5	77	
455	7975 N Hayden Rd, Ste D275	e4QFCaFL5vgjlnSY1JNs3A	34.0	Worth Visiting	Blimpie	4.0	4.0	3	
456	23535 N Scottsdale Rd, Ste 103	8Cer-x0kzmYl19A2KtptRw	43.0	Its your say finally!	Subway	3.0	2.8	10	
457	9500 E Vía De Ventura	ndjEQtZJhI5oRXvyJ88__w	5.0	At your own risk	Docktails	4.0	3.6	14	
458	8880 E Via Linda, Ste 104	MbdUXJ-I0dKIrqgfqm1SWQ	848.0	Must Visit!	Vermont Sandwich Co	4.0	4.0	179	
459	4209 N Craftsman Ct	uQG9riB-sOJ9n9nng6Huow	2334.0	Must Visit!	Dos Gringos	3.0	3.5	222	
460	6000 E Camelback Rd	-aqb_GgAbEIOdhbY0UDKog	370.0	Worth Visiting	Relish Burger Bistro	4.0	4.0	105	
461	550 N Hayden Rd	nsNONDHbV7Vudqh21uicqw	704.0	Jewel of a place!	Salt Cellar	4.0	3.6	435	
462	10050 N Scottsdale Rd, Ste 127b	_GSuoDT4AP2ngI_WD5atBA	19.0	Worth Visiting	Restart Bar	5.0	4.6	5	
463	17025 N Scottsdale Rd, Ste 160	ysRrcDdb_sY9vnEFpneoFA	14.0	Its your say finally!	Barista Cafe	2.0	1.7	9	
464	14832 N Frank Lloyd Wright Blvd	roR1_DDlMk7mhi5_R6XVKA	615.0	Must Visit!	Hash Kitchen	4.0	4.2	293	
465	10629 N Scottsdale Rd	O7sQXXJjzLTbLLEbLnucyw	2.0	Its your say finally!	Samurai Sam's Teriyaki Grill	3.0	2.7	3	
466	6830 E 5th Ave	hPJgmPd3ADBhcDBP3aAKVw	170.0	Worth Visiting	Sugar Shack Sports Grill	5.0	4.7	18	
467	7704 E Doubletree Ranch Rd	wn1WUDHSZqzr-q9o2MphvA	16.0	Worth Visiting	Un Bacio Ristoranti	4.0	3.9	16	
468	10135 E Via Linda	aP2ZadiZMZvIXyikcNfQPA	1005.0	Worth Visiting	Goldie's Neighborhood Sports Cafe	4.0	3.6	170	
469	15000 N Airport Dr, Ste 100, Scottsdale Airport Terminal	9meJA6ap0hf9pjmJPweaTA	158.0	Worth Visiting	Zulu Caffe	4.0	3.7	72	
470	6952 E Main St	jG1jcAeDw0pZTHCNC5kw_w	694.0	Must Visit!	Grazie	4.0	3.5	316	
471	10320 N Scottsdale Rd	ncXQtqJT5Gk1QztwTrBrgw	899.0	Must Visit!	New York Bagels 'N Bialys	4.0	3.8	229	
472	11675 N 136th St	nYkbkUkhJA3oa71HkrjObg	128.0	Worth Visiting	Casa Mia	4.0	3.9	40	
473	7366 E Shea Blvd	bb6-QOjO_3XWXwgKqRK3oQ	64.0	Worth Visiting	Blu Burger Grille	4.0	4.2	30	
474	7111 E 5th Ave, Ste E	UDX88Dbx4l7gIq5Cr7P21A	9.0	Worth Visiting	Cornbeef Eatery Scottsdale	4.0	4.5	25	
475	34422 N Scottsdale Rd, Ste 110	oMkFZJK82hNMxFKRLZUtKw	54.0	Worth Visiting	First Watch - Breakfast, Brunch & Lunch	3.0	3.4	47	
476	10401 E McDowell Mountain Ranch Rd	Dg77S06OK52nadXzf9KvHA	48.0	Its your say finally!	Caffe Portobello	3.0	2.7	14	
477	3313 N Hayden Rd	moZpwq1hNxC-uJRpfupOTA	4187.0	Jewel of a place!	Carlsbad Tavern	4.0	3.8	726	
478	9343 E Shea Blvd	RtHMwoP4P2d3trkpK-n6yw	65.0	At your own risk	Renegade by MOD	3.0	3.1	53	
479	1645 N Hayden Rd	1HnYxHZw2icWQ7-T4AmQ0Q	440.0	Must Visit!	Little Chicago Pizza	4.0	4.1	139	
480	7131 E Main St	VMr8sgoQOW0fo0qVJENajA	2616.0	Jewel of a place!	Malee's Thai Bistro	4.0	3.9	679	
481	9015 E Via Linda	5kd35Xx2yISB9r0UUwl3FA	6.0	Worth Visiting	Aladdin's Kitchen	4.0	4.2	15	
482	4835 E Cactus Rd, Ste 103, Paradise Valley Corporate Center	SUOdfycAcI766yRsSnz3pg	8.0	Worth Visiting	Superette Cafe	5.0	4.7	16	
483	9375 E Bell Rd	2uJoVAx6SZBPTu925vy_bQ	41.0	At your own risk	Peter Piper Pizza	4.0	3.8	4	
484	4301 N Scottsdale Rd	_-fdJ_43D9cHsdPRZ2lx3g	18.0	At your own risk	L'academie	4.0	3.6	8	
485	11108 N Frank Lloyd Wright Blvd	eTmy0-h4tTEpfbDVAue0MA	371.0	Must Visit!	Spinato's Pizzeria	4.0	4.0	246	
486	8989 E Via Linda, Ste 101	Dqz6wpV1Jg9b2djjMamjQA	108.0	Worth Visiting	Swaddee Thai Cuisine	4.0	3.6	30	
487	7700 E Mccormick Pkwy	cVDZhcjYXz_43p59jdl_mw	66.0	Worth Visiting	Kitchen West Restaurant	4.0	4.2	46	
488	6990 E Shea Blvd	-bd4BQcl1ekgo7avaFngIw	1089.0	Jewel of a place!	Eggstasy	4.0	3.7	545	
489	15544 N Pima Rd	ZQBn4sRfRlB97bXf-bF-Kg	154.0	Must Visit!	Zen Culinary	4.0	3.7	181	
490	4420 N Saddlebag Trl	aGAeYVf2sBygo2OJJBbuIg	2312.0	Worth Visiting	Hi Fi Kitchen & Cocktails	3.0	2.9	202	
491	4363 N 75th St	k3zrItO4l9hwfLRwHBDc9w	2019.0	Worth Visiting	American Junkie	3.0	3.0	140	
492	7620 E McKellips Rd, Ste 6	mygLP5-SCnQwIev6LU9gWg	2041.0	Jewel of a place!	George's Famous Gyros	4.0	4.5	333	
493	7014 E Camelback Rd	yUAwR_aC6QtSyjuJUhOEKQ	308.0	Worth Visiting	Paradise Bakery	3.0	3.4	56	
494	9800 E Talking Stick Way	x10GdGZDOzImzE3sF0020g	348.0	Worth Visiting	Blue Coyote Cafe	3.0	3.4	75	
495	17040 N Scottsdale Rd	a2ZBDIXmwBm7IWnXR6LK-g	1476.0	Jewel of a place!	Persian Room	4.0	4.1	670	
496	3315 N Scottsdale Rd	ub4JnrvtBi0nTTBiSJY8aA	332.0	At your own risk	Denny's	3.0	2.9	66	
497	15689 N Hayden Rd	qSjdn2hHYRoqllE5HkWRYg	3.0	Worth Visiting	Saffron Market & Boutique	4.0	4.3	7	
498	15040 N Northsight Blvd	ndVqVswRHXulpAHxDsnJgQ	37.0	At your own risk	The Scottsdale Salad Co.	3.0	3.1	19	
499	1312 N Scottsdale Rd	hxUxeY8DG9lhyjCVo_s-pw	1968.0	Jewel of a place!	McFate Brewing Company	4.0	4.0	351	
500	14995 N 87th St	Ixu0ou1_5mpEZbBtYXW_LA	822.0	Worth Visiting	Chick-fil-A	4.0	4.0	101	
501	9619 N Hayden Rd	PgzUKqJW8IkgGESl_J9vbw	312.0	Must Visit!	Noci Cafe	5.0	4.5	213	
502	4020 N Scottsdale Rd	HCCg-rVnHQ2FI6lHs_LvUQ	5022.0	Jewel of a place!	Daily Dose	4.0	4.1	845	
503	4252 N Drinkwater Blvd	eiCmPZXbZkVMR8ca9vAlvg	22.0	At your own risk	Flight Lounge + Bistro	3.0	3.3	6	
504	5001 N Scottsdale Rd	eXbvy7uAzJRQoDRg1FAT1A	19.0	At your own risk	Granada Bar and Grill	3.0	3.2	9	
505	31313 N Scottsdale Rd, Ste 180	BgAV4IwXkd8gpuyUJX2wnQ	75.0	Worth Visiting	Uncle Louie The Restaurant	4.0	3.5	82	
506	7167 E Rancho Vista Dr, Ste 111	fI9ErCUGY8rXRPBbatcxMA	644.0	Must Visit!	Posh Improvisational Cuisine	4.0	3.8	354	
507	6339 East Greenway Road, Suite 111	1OnZRj4yIo4szhapTFwj5w	62.0	Worth Visiting	Papa Murphy's	4.0	4.2	13	
508	7055 E Shea Blvd	q1XE5JqNgN1InjwbQRje_A	19.0	At your own risk	Stacy's Smokehouse BBQ	3.0	3.5	22	
509	11015 N Scottsdale Rd, Ste 100	-sYbz2nZY6iVFPd957E7dw	66.0	At your own risk	Chipotle Mexican Grill	3.0	2.9	30	
510	14202 N Scottsdale Rd	bjGp5sKsrE9_tWKCw1pBtg	83.0	Must Visit!	The Rooster Tavern	4.0	4.3	110	
511	9011 E Via Linda	SN5r_mlySBoAGVzXD6K0qA	3.0	Worth Visiting	Amarone Ristorante Italiano	4.0	4.1	23	
512	7919 E Thomas Rd, Ste 111	thYC66m1cYM-uQSkMQePZQ	508.0	Worth Visiting	Dickey's Barbecue Pit	4.0	3.6	134	
513	7388 E Shea Blvd	vsFFbN71ehRCp46KeR5RdQ	2211.0	Jewel of a place!	Butterfield's Pancake House	4.0	4.3	732	
514	7676 E Pinnacle Peak Rd	0BlfvOIiqur_kp3ba3dpFw	3.0	Worth Visiting	Pei Wei Asian Diner	4.0	4.3	3	
515	7215 E Shea Blvd	_ZwDLtBopUHb6F2mIPFUJg	1619.0	Jewel of a place!	Oregano's Pizza Bistro	4.0	4.1	407	
516	7014 E Camelback Rd	z9oJeVmNEc3F0ToZ0x4WuQ	198.0	Worth Visiting	Macaron Cafe	5.0	4.5	64	
517	23425 N Scottsdale Rd, Ste A-6	3HZAVQyr_9MfwGYilSYHsQ	793.0	Must Visit!	JJ's Delicattesen	4.0	4.4	152	
518	18221 N Pima Rd, Ste 140	eHLUQ2W_hXx61NmiL9kSVg	72.0	Worth Visiting	Rosati's Pizza	3.0	3.2	76	
519	20851 N Scottsdale Rd, Ste D-102	0sE5o_dunOdUMvXVsaJSsA	164.0	At your own risk	Which Wich	3.0	3.2	41	
520	4360 N Scottsdale Rd	NAPuzJcanOp91dE4GXPOow	2419.0	Jewel of a place!	The Montauk	4.0	3.7	535	
521	7217 E 1st St	UOtoOybZ5vAB4aXBLc57vA	1083.0	Jewel of a place!	Bootleggers Modern American Smokehouse	4.0	4.2	503	
522	15678 N Frank Lloyd Wright Blvd, Ste 120	3qYAQycES_m9m6B_tr3j2Q	92.0	Worth Visiting	Menchie's Frozen Yogurt	5.0	4.5	34	
523	7386 E Shea Blvd	XDRWtl3p4EfCxAMNYEOqeg	150.0	Worth Visiting	Raising Cane's	4.0	3.9	26	
524	5905 N Granite Reef Rd	GTuAPBRsM5dVPqPy9oe14Q	551.0	Must Visit!	Casella's Italian Delicatessen	5.0	4.6	232	
525	14884 N Pima Rd	bBTTZAitpCPYQgPen6VP3w	13.0	Its your say finally!	Panera Bread	3.0	2.8	10	
526	8711 E Pinnacle Peak Rd	oyChBi-c_z_fYeP6aBXgVg	427.0	Worth Visiting	Pinnacle Peak General Store	4.0	3.8	80	
527	9619 N Hayden Rd	_UsAsuvgMCIoiutWDDma5A	29.0	Worth Visiting	NY Pizza Lovers	4.0	3.9	14	
528	15435 Scottsdale Rd	rxjHvIvV_BlzKa8ftRUpGA	624.0	Worth Visiting	Five Guys	4.0	3.7	108	
529	16495 N Scottsdale Rd, Ste 5a-1	M3UBFrd_W8JVChCxpUDY4Q	13.0	At your own risk	Tossed	3.0	3.2	22	
530	13610 N Scottsdale Rd	ch3TeSdB5v6ykaRITGxMeA	12.0	Worth Visiting	Fitness Cafe	4.0	4.0	10	
531	7605 E Pinnacle Peak Rd	NU7YBuWuD9mVV90QMQty6Q	1.0	At your own risk	3 Tomatoes & a Mozzarella	4.0	3.6	5	
532	7204 E Shea Blvd	z83ABHR6E2N6eGLrm8OiEQ	44.0	At your own risk	Arby's	3.0	3.0	8	
533	W Scottsdale, 7277 E Camelback Rd	DwP10iEz5LGf3fhcVQZm0Q	1505.0	Jewel of a place!	Sushi Roku	4.0	3.9	456	
534	7350 E McDowell Rd	YPsPMXxSc1LoYHRKmFklKA	77.0	At your own risk	Arby's	3.0	3.1	11	
535	4225 N Craftsman Ct	wMN68wTTlu8hADAF3FkKTw	309.0	Must Visit!	Taj Mahal	4.0	4.3	189	
536	14891 N Northsight Blvd	5Ip4_yFvx3sz4qMqxl-4mw	459.0	Worth Visiting	Breakfast Joynt	3.0	3.4	151	
537	15023 N 73rd St	oC_TtWhvsUryC8Z6AiUUcg	37.0	Worth Visiting	The Corner Deli	4.0	4.2	10	
538	8776 E Shea Blvd, Ste B1	UozyHLgexaM6yQJvR1BQJg	48.0	At your own risk	Subway	3.0	3.3	7	
539	8220 N Hayden Rd	Xfc-B8XUPkvvYoy5eVFO4w	840.0	Jewel of a place!	Twisted Grove Parlor + Bar	4.0	4.3	365	
540	7704 E Doubletree Ranch Rd	Lp9p3CanKJdqRekIwRNJ7Q	23.0	Worth Visiting	Inde Fusion	4.0	4.1	28	
541	14880 N Northsight Blvd, Ste 103	fPj6-EoU8S5DN3rKZ1gutQ	1.0	At your own risk	Siam Oishi	3.0	3.2	5	
542	5402 East Lincoln Drive	tTR9GQbdC-rEHNsECmSWRw	441.0	Must Visit!	Rita's Kitchen & R Bar	4.0	4.0	178	
543	7318 E Stetson Dr	JAEGnGjqphWGoyuCN-hNQQ	508.0	Worth Visiting	Holy Spirits	5.0	4.5	66	
544	10155 E Vía Linda	znr2_qMyy9SPi5UPfCFulA	56.0	Worth Visiting	Hacienda's Mex Grill	4.0	3.9	27	
545	14891 Northsight Blvd, Ste 119	esideV1WZ4pgBnWBJWMQkQ	3.0	At your own risk	Taylor's Cafe	4.0	3.7	3	
546	2922 N Hayden Rd	Rg43a31sV7gNLZMjy-ZdCg	2774.0	Jewel of a place!	Pig & Pickle	4.0	4.1	714	
547	3831 N Scottsdale Rd	DQXz0VTP6n14gKrop8xVvw	377.0	Worth Visiting	Pink Pony	3.0	3.3	181	
548	10155 E Via Linda	2ehEw8EFYVwefZTxDeiERw	27.0	Worth Visiting	Basilico Italian Restaurant	4.0	4.5	10	
549	13802 N Scottsdale Rd, Ste 138	WAb6ox5RrBtF7m5Cb6p56Q	178.0	Worth Visiting	House of Yang	3.0	3.5	85	
550	7538 E McDowell Rd	HbWyDMi5BoUXq0SiUkHoXA	102.0	Its your say finally!	Church's Chicken	2.0	2.3	19	
551	10320 E Dynamite Blvd	V8wXGxlzngQRASEw1M-LJg	86.0	Worth Visiting	Dynamite Grille	4.0	3.9	17	
552	8900 E Pinnacle Peak Rd, Ste B1	7h4nuLjd18da9kg1Qc2rnw	36.0	At your own risk	Bistro Provence	4.0	3.6	16	
553	20469 N Hayden Rd	MFvJC0IiJwRcRCEXwlWUfg	630.0	Worth Visiting	Tavern Americana	4.0	3.8	144	
554	11445 E Via Linda	9rfabZGgdycpLZgDah8AlQ	20.0	Its your say finally!	Domino's Pizza	2.0	1.9	21	
555	10101 E Bell Rd	aGm-oWfLLUWxQypES1mv9A	77.0	At your own risk	Amore Pizza & Wings	3.0	2.8	15	
556	7051 E McDowell Rd	JFgevltPy11Fw3ifDseX0w	4.0	At your own risk	The Nile Cafe	4.0	3.7	3	
557	8700 E Pinnacle Peak Rd, Ste 107, The Citadel	8XoDXN2DKmQGJHZhkQbJ9A	63.0	Worth Visiting	Emily's Cafe	4.0	3.6	80	
558	2902 N 68th St, Ste 135	mm0qwYzOilFNVV2us5_8Rg	2684.0	Jewel of a place!	Echo Coffee	4.0	4.1	355	
559	10428 E Jomax Rd	U99Zvi9LLv67TZ2z6ddsWQ	265.0	Worth Visiting	Pinnacle Grille	3.0	3.4	132	
560	3238 N Scottsdale Rd	Sxx0E2KvnNCSqlIhbD0l_g	1757.0	Jewel of a place!	US Egg	4.0	3.9	382	
561	14740 N Northsight Blvd	1gRWCpwBh1pL5ByiAo8T1A	264.0	Worth Visiting	Al's Beef	3.0	3.5	75	
562	6560 N Scottsdale Rd	_XN-GwzZwAyIqLKJsl2htg	2345.0	Jewel of a place!	SumoMaya	4.0	3.9	953	
563	15801 N Frank Lloyd Wright Blvd, Ste 120	35Z23ZztQCsJdASRbU69Vg	916.0	Must Visit!	Teharu Sushi	4.0	3.7	317	
564	7633 E Indian School Rd	16Md-YQqxnSVKgrnL_yx5g	121.0	Its your say finally!	Dos Juevos Cantina	2.0	2.3	31	
565	7340 E Indian Plz	kCCJqGGHVKAKujvbCOgqbQ	3110.0	Worth Visiting	Bottled Blonde	3.0	2.6	222	
566	9500 E Via De Ventura	Blfn30Y8tvYq903oLiIf3g	729.0	Jewel of a place!	Butterfly Wonderland	4.0	4.0	351	
567	8950 E Mountain View Rd	AaKiOmXVX07mFYX-1ZWNqw	192.0	At your own risk	IHOP	3.0	2.9	55	
568	4341 North 75th St	PJerxJc0SN9h6hXlqSQc5w	2013.0	Worth Visiting	Boondocks Patio & Grill	4.0	3.6	137	
569	10240 N 90th St, Ste 105	_jjWYDq1dWjUJfU7ELTYpA	39.0	Must Visit!	Naked BBQ	4.0	4.3	142	
570	4180 Drinkwater	_7mfgepDzTjzUcZqQE26Cg	58.0	At your own risk	Ben & Jack's Steakhouse	3.0	3.0	43	
571	4400 N Scottsdale Rd	p6EUf6c9GCfG7seS_wfFyA	2146.0	Must Visit!	Stax Burger Bistro	4.0	3.8	358	
572	6730 E Thomas Rd	I8QpDTJUZ6Mk5IQuQSG2pA	196.0	Worth Visiting	Streets of New York	3.0	3.3	86	
573	10155 E Via Linda, Ste H131	fP2ZZSvd_3ySgR8OqxAyQw	6.0	Worth Visiting	Eggstasy	5.0	4.7	13	
574	14002 N Scottsdale	q__NSE0cc3bGARv_BUkHYg	92.0	Its your say finally!	Taco Bell	3.0	2.7	10	
575	7014 E Camelback Rd	5F5cWFAcCbjC3YaJnh13pw	43.0	Its your say finally!	Charleys Philly Steaks	3.0	2.8	14	
576	14626 Frank Lloyd Wright Blvd	Sh-XzCG2pZ59g85kjROciw	103.0	Worth Visiting	Giant Rustic Pizza	4.0	3.8	98	
