	RestaurantID	Name	address	Checkins	Reviews	Recommended	Rating	range		
400	x99-QiHEUN13aMZEZ4RQKw	Wild Berry Diner	4805 E Main St	131.0	108	Worth Visiting	4.0	4.0		
401	O2U1yD8f4UxG6SmDpyL9-Q	Detroit Coney Grill	6555 E Southern Ave	6.0	12	At your own risk	4.2	4.0		
402	dh9pDbRaBl13yVzgFIJp3Q	Domino's Pizza	6920 E Baseline Rd	8.0	14	At your own risk	2.9	3.0		
403	B7lWxgPmJPJJ7Mz2OL6aAg	Native Grill & Wings	1837 W. Guadalupe #122, Ste 122	570.0	110	Worth Visiting	2.9	3.0		
404	uVxckFsBlewiDoQgpOafqA	Over Easy	6451 E Southern Ave	397.0	156	Worth Visiting	3.2	3.0		
405	Nc4uCzuwPbDr3gs6aGru8g	Romano's Macaroni Grill	1705 S Stapley Dr	152.0	59	At your own risk	2.5	2.0		
406	4GNI7HWuzQkkPmPsgHxOtw	Flancer's	1902 N Higley Rd	620.0	156	Worth Visiting	3.9	4.0		
407	LVXj3iRmP5G79vxQl-hw9Q	J Ruggs Southern BBQ	6610 E Baseline Rd, Ste 109	8.0	9	At your own risk	3.9	4.0		
408	fz3JQdD_SYBbkmfSeLGdFg	The Landmark Restaurant	809 W Main St	151.0	67	Worth Visiting	3.6	4.0		
409	-rMJrY16eFTQd4I035G1oQ	El Salsita	35 N Country Club Dr	21.0	14	At your own risk	2.6	3.0		
410	15-7ccie0lFEbdsnwFXNZw	Old Country Buffet	1855 S Stapley Dr	92.0	36	At your own risk	2.3	2.0		
411	UXlEtuFrMu4YZKH9M2DRIw	Rubio's	1649 S Stapley Dr, Ste 104	175.0	25	At your own risk	3.9	4.0		
412	7VYFL_s1HK1vOU-dzyW1Ew	Z-Cafe	1245 W Baseline Rd, Ste 105	1298.0	170	Must Visit!	4.7	5.0		
413	RKyy6qGJCxFM1DOVMYsl3A	Silke's American Grill	2036 N Gilbert Rd	13.0	11	At your own risk	3.6	4.0		
414	Sd75ucXKoZUM2BEfBHFUOg	China Gourmet	3460 E Southern Ave, Ste 109	15.0	16	At your own risk	3.4	3.0		
415	h1Dol2zEw3YtXmRMWfljyA	Paik's Noodle	1133 S Dobson Rd	16.0	5	Worth Visiting	4.4	4.0		
416	pxRy9F0HwN7zJ7J89AwUpQ	The Good Egg - Dobson	1665 S Dobson Rd	465.0	106	Worth Visiting	3.7	4.0		
417	tyvFhEcccdYa74IK0_q-kw	Alfonso's Mexican Food	1140 S Country Club Dr, Ste 101	6.0	9	At your own risk	4.1	4.0		
418	qm7diuwiwwCWdL5V9s9hsA	Yan Grill And HotPot	111 S Dobson Rd, Ste 104	40.0	42	Worth Visiting	3.9	4.0		
419	xLr2C8RpGgMJyzf1oCWuoQ	Uncle Bear's Grill and Tap	9053 E Baseline Rd	414.0	127	Worth Visiting	3.3	3.0		
420	JVQL4U_5nETnOQ3S-zOPbA	Papa John's Pizza	7102 E Baseline Rd	14.0	15	At your own risk	2.4	2.0		
421	sk6Llx6o8PTsokVOpb0aAA	Paradise Bakery	5835 S Sossaman Rd	20.0	5	Its your say finally!	2.2	2.0		
422	mRazvR_U11rLacnSM6vDBw	Manna BBQ	1135 Dobson Rd, Ste101	98.0	105	Worth Visiting	4.6	5.0		
423	fDL6uGbJMZ2gnvTwB91tuA	Steve's Krazy Sub	1936 W Southern Ave	4.0	11	At your own risk	3.6	4.0		
424	kO1-ZswCgQak2beKUMaYRw	Toh Zan Nagasaki Grill	2120 W Southern Ave	289.0	165	Must Visit!	4.1	4.0		
425	04YqYgoW2ZztLpxmhEJ43Q	Little Caeser's Pizza	2754 E Mckellips Rd	9.0	5	At your own risk	2.8	3.0		
426	sKhLvavlHwQqpwomMzAeAA	HoneyBaked Ham	6736 East Baseline Road, Suite 107	28.0	14	At your own risk	3.0	3.0		
427	s-H3bQMKP-DOkd2HMe-SgQ	QuikTrip	2026 W Broadway Rd	238.0	11	Worth Visiting	4.6	5.0		
428	drYgdLcfKwFvB-EMiAVV5w	Pita Jungle	1652 S Val Vista Dr, Ste 128	603.0	174	Must Visit!	4.2	4.0		
429	YV_QBxAa_uPm0X3Z_jbHAA	Double Overtime Sports Grille	2235 S Power Rd	5.0	3	At your own risk	4.3	4.0		
430	XThAmlwDIKoaG6IKrmuLyQ	Cajun Seafood Corner	2051 S Dobson Rd, Ste 18	79.0	47	At your own risk	3.1	3.0		
431	in1dUkV0SE76X_U-nMEl4g	Mafia Mike's Pizza	446 N Higley Rd	2.0	3	Its your say finally!	2.0	2.0		
432	K-iF9G-Fbbzpk7E2LXwrMg	Pete's Fish & Chips	203 N MacDonald	8.0	7	At your own risk	3.1	3.0		
433	t2oeG8yZHvogZOHzOE867w	Pedrito's Taqueria 2	311 W Main St	30.0	35	At your own risk	3.0	3.0		
434	YIBZ1pU6kOCvp3dSHQcnIg	Gill's Grounds	4011 S Power Rd	60.0	54	Worth Visiting	4.8	5.0		
435	KK7-mHecrlhTIXxW1eATEw	Los Picos Parrilla Restaurant	1542 W University Dr	249.0	105	Worth Visiting	4.0	4.0		
436	_3o05Wdjfc8jOvGZ_q177Q	Mi Amigo's Mexican Grill	6465 E Southern Ave	99.0	53	At your own risk	2.5	3.0		
437	C7BTKAsOdk5kNdKXrtQdiA	The Brass Tap	1033 N Dobson Rd, Ste 104	633.0	141	Worth Visiting	3.5	3.0		
438	nevhq5lNNqzoU_WL-yoRfQ	HandleBar Diner	5149 S Inspirian Pkwy	33.0	41	Worth Visiting	4.0	4.0		
439	eswEA8M7pyx9D_6RI-iZLw	Maskadores Taco Shop	753 South Alma School Rd, Ste 5	61.0	65	Worth Visiting	4.6	5.0		
440	7WW0eu1kNgKODLowyhZfSw	Taco Bell	310 W Main St	29.0	16	At your own risk	3.8	4.0		
441	j9bWpCRwpDVfwVT_V85qeA	Papaya Thai	2706 E University Dr	104.0	98	At your own risk	2.7	3.0		
442	13KW8P5n1jAxxHB7Bl_obg	Beaver Choice	745 W Baseline Rd	552.0	355	Jewel of a place!	4.0	4.0		
443	P0IY-8h2q--Uiw6vKIJ3QQ	Tsing Tao Chinese Cuisine	542 W Baseline Rd, Ste 102	50.0	57	Worth Visiting	3.6	4.0		
444	jpAzk6GILb9ozI_SFf3hAg	Islands	1665 S Alma School Rd	8.0	9	At your own risk	3.1	3.0		
445	2KS_UunFuefCdniRrrxIkg	Filiberto's Mexican Food	3041 E. McKellips Rd	320.0	25	At your own risk	2.5	3.0		
446	sAN_1jFisdABjadmlDV_zA	Asian Star Buffet	6005 E Southern Ave	62.0	48	At your own risk	2.8	3.0		
447	1z2LH6CeT13o1GD_VkK01g	Cafe Agit	1954 S Dobson Rd, Ste 5	61.0	28	At your own risk	3.8	4.0		
448	XxXmyN3tlroRQ1SOoSXHAA	Rosita's Fine Mexican Food	2023 W Guadalupe Rd	309.0	104	Worth Visiting	3.6	4.0		
449	Yb2lzZilR6vnx0fffPSx8w	Lost Dutchman Coffee House	12 N Center St	138.0	80	Worth Visiting	3.6	4.0		
450	lmfyEVKm3CDGWg18LeRhgA	Pink Pepper Thai Cusine	1941 W Guadalupe Rd, Ste 105	200.0	143	Worth Visiting	3.2	3.0		
451	V-Yz9Z1wSBcZtRcd-bnIeQ	Subway	7641 E Guadalupe Rd, Ste 114	7.0	5	At your own risk	4.2	4.0		
452	nL1FdcNZ6liuQ1odNNWVNQ	Top Shelf  Mexican Restaurant	1976 W Southern Ave	64.0	32	At your own risk	2.9	3.0		
453	Uj5BQ1x4ZEi-otME_5bh8w	Painted Mountain Golf Resort	6210 E McKellips Rd	22.0	9	At your own risk	2.9	3.0		
454	77ooovMlCnakFGZhQGKGRw	Subway	439 S Ellsworth Rd, Ste 104	16.0	7	Its your say finally!	2.0	2.0		
455	x7pcgbbZoqKndNEDIHZB8w	Your Pie	2015 S Alma School Rd	59.0	45	At your own risk	3.7	4.0		
456	6rYnfSWSkyXnlD3Fjep3PQ	Sassy's Cafe & Bakery	4210 E Main St	63.0	81	Worth Visiting	4.3	4.0		
457	_H0QP_8LUYqNeMmB-BRPMA	Steaks R US	3655 E Southern Ave	1.0	4	At your own risk	2.5	2.0		
458	HGuHk935tyokX6kveEviJw	Mekong Palace	66 S Dobson Rd, Ste 120	1437.0	255	Must Visit!	3.4	3.0		
459	b7DQpuJ-heKrgEtreYrx8A	Baiz Fresh Foods	1858 W Baseline Rd	74.0	35	Worth Visiting	4.0	4.0		
460	IzBOJTnKQkanSViAn8FX_w	McDonald's	2665 S Alma School Rd	169.0	27	Its your say finally!	1.6	2.0		
461	_IsXInoow06L5C7fQgg9ww	Robby Bobbys Pizza	961 W Main St	14.0	18	At your own risk	3.1	3.0		
462	7o2BZbRWeBIInSCf5b_SvA	D'Vine Bistro & Wine Bar	2837 N Power Rd	358.0	130	Worth Visiting	3.9	4.0		
463	8wj429RXx2bSpubx-1Fjpg	Los Musicos Sushi-Bar and Grill	1445 W Southern Ave, Ste 1016	1.0	3	At your own risk	3.0	3.0		
464	8a9Fyvqyk1ovoojnP_pvRQ	Burger King	5859 E McKellips Rd	40.0	10	At your own risk	2.5	2.0		
465	XDoS2eETLrG53caNkchd3g	Pho Nhat	1820 W Southern Ave	374.0	115	Worth Visiting	4.0	4.0		
466	qH-Oqr_qZYPSCSrM6QwMOg	Papa John's Pizza	2733 N Power Rd	10.0	11	At your own risk	3.0	3.0		
467	HI56ArpYEbhEUeRx9Curpw	Asian Cafe Express	1911 W Main St, Ste 3	1785.0	453	Jewel of a place!	4.2	4.0		
468	Q1axbtqtLvVrFMpdMl8q-A	Papa Murphy's	3550 East Southern Avenue	49.0	16	At your own risk	3.5	4.0		
469	LWWT__tpo7TzQRDQliApaQ	Fat Willy's	2250 S Buttercup Rd	6.0	4	At your own risk	3.8	4.0		
470	9TWjqz8dKelXezZRKW5XMQ	Julio's Too Mexican Food	1935 S Val Vista Dr	65.0	21	At your own risk	2.9	3.0		
471	ZuAxqdMHXJ1FIO9Oi4P2Jg	Subway	1121 S Higley Rd, Ste 101	19.0	6	Its your say finally!	1.7	2.0		
472	zuV8bmrmf6fk5ZeQJo9iEg	Rotolo's Pizzeria	1641 S Stapley Dr, Ste 104	9.0	4	At your own risk	2.8	3.0		
473	gAT3p2Ooou4lUYiF4OKj7g	Yen Ching	126 S Power Rd	75.0	45	At your own risk	3.4	3.0		
474	0AUdqRDyqxOB8TZ8HFettg	Dairy Queen	33 S Country Club Dr	51.0	8	At your own risk	2.6	3.0		
475	a_tpGkXwqqC_ZeIp59V7Sw	Yu Tian Xia Hot Pot	1948 W Broadway Rd	49.0	27	Worth Visiting	4.1	4.0		
476	-9xZZLLxuQabvBDODqpM-g	Lava Cafe and Hookah Lounge	1038 W Southern Ave, Ste 2	5.0	13	Worth Visiting	4.7	5.0		
477	uJ6gauLh5_L3Oi_GNgWPCA	Rally's Hamburgers	343 W McKellips Rd	91.0	30	Its your say finally!	2.1	2.0		
478	P9boIWvSKg3xX00xFPV-lA	Waffle House	1831 S Country Club Dr	324.0	61	At your own risk	3.3	3.0		
479	f97ok_VaMvWYxsZv7iconA	O'Briens	1310 S Longmore	79.0	19	At your own risk	3.4	3.0		
480	fBmyj1okdO1p-GUzfQQohg	Szechuan Express	1116 S Dobson Rd, Ste 132	36.0	46	At your own risk	3.5	3.0		
481	OwYpVa-JnVjfEz4iVZk3ZQ	Olive Garden Italian Restaurant	1261 W Southern Ave	658.0	111	Worth Visiting	3.2	3.0		
482	Dzm3_K2lnLLcGPVLZBZtog	Empire Asian Bistro	7641 E Guadalupe Rd	18.0	126	At your own risk	2.8	3.0		
483	QjZQHKP5l_CfX_hM6dh0mA	El Senor Taco	415 E Mckellips Rd	17.0	8	Worth Visiting	4.4	4.0		
484	eWVgtAQ3Z-bFRBat8nICLg	The Patio At Las Sendas Golf Club	7555 E Eagle Crest Dr	76.0	40	At your own risk	3.2	3.0		
485	Ss37i4feOgX1N3Z_h5wy9A	Rubio's	937 N Dobson Rd	778.0	91	Worth Visiting	3.8	4.0		
486	K3J4zvnQ_G1d5xfffPf2Wg	Kingo Bowl	66 S Dobson Rd, Ste 112	163.0	69	Worth Visiting	4.2	4.0		
487	c3d8QanR2tXM469mgNkipw	Church's Chicken	715 E McKellips Rd	11.0	3	At your own risk	3.3	3.0		
488	hw1g0S9HtNKSH4dJl8-oPw	U-Like World Buffet	1343 S Gilbert Rd	17.0	24	Its your say finally!	1.8	2.0		
489	GWDqmVT1_gBEz3B3kgaCdA	Chili's	1637 S Stapley Dr	269.0	75	At your own risk	3.0	3.0		
490	fwYtVfx-RbpZkph9BxOVFA	Toby Keiths I Love This Bar & Grill	1065 N Dobson Rd	916.0	189	Worth Visiting	2.5	2.0		
491	a7_loah6BE8V9nJY3tt36g	Mariscos El Rey	830 W Southern St	27.0	29	At your own risk	3.8	4.0		
492	jUQmWbY3KSCyxvsKJmPJPQ	Rancho De Tia Rosa	3129 E McKellips Rd	607.0	216	Must Visit!	3.7	4.0		
493	hgJs2Fhby9hLNFZLjrUh9g	Domino's Pizza	1960 E Broadway Rd	9.0	18	At your own risk	2.6	3.0		
494	jrCjlm86YP-Tae0n_arz5g	Jack In the Box	1403 S Crismon Rd	17.0	12	At your own risk	2.4	2.0		
495	HESW9RuZLvRAGZEfBOy0zA	Taco Bell	2663 E Broadway Rd.	34.0	7	At your own risk	3.5	4.0		
496	nsY7J0cdi6usTTswuy8hSA	Olympus Pizza	1211 N Country Club Dr	3.0	44	At your own risk	2.2	2.0		
497	eem6eoAiYL9UcQUE0kMD-g	Adrian's	1011 W Main St	319.0	215	Jewel of a place!	4.7	5.0		
498	JiNtFt02pLvjXkqxZL737Q	The Iowa Cafe	1129 N Higley Rd	167.0	85	At your own risk	2.9	3.0		
499	0uBsXOFXBIscojMipiumeA	Ono Hawaiian BBQ	4972 S Power Rd	237.0	98	At your own risk	2.8	3.0		
500	_wwtLgX4n0jpyVP8jiJ40Q	Pho Winglee	111 S Dobson Rd, Ste 106	185.0	113	Worth Visiting	4.3	4.0		
501	PMI_22D7bl8MMI6mCqN2qQ	Red Lobster	1403 S Alma School Rd	362.0	92	Worth Visiting	3.2	3.0		
502	oSBehYlARytl0M1s3_mcLA	Salvadoreno Restaurant	330 S Gilbert Rd, Ste 20	69.0	24	At your own risk	3.4	3.0		
503	SKR7zeX_eTngMmE4FjCZFA	Papa Murphy's	67 N Dobson Rd	13.0	12	Worth Visiting	4.9	5.0		
504	UZJGHaZ26JQJxuU4u-sVMQ	Downtown Rendezvous	20 E Main St	52.0	37	Worth Visiting	4.5	4.0		
505	6XImdD5qH_LFZhHeLjLaGQ	Arbys Restaurant Higley Rd	1927 N Higley Rd	36.0	7	At your own risk	3.3	3.0		
506	gek4ySiFtQX53g_AqdONDQ	Mesa Grill Co	4545 E McKellips Rd, Ste 108	133.0	31	At your own risk	3.5	3.0		
507	mkjIZdBL8IDcBx804P4uZA	Pizza Hut	1901 W Main St	13.0	5	At your own risk	3.0	3.0		
508	hbwmFNEosiv1evr6AwlnCA	Chick-fil-A	6555 E Southern Ave	69.0	15	At your own risk	4.1	4.0		
509	9njwmO6YzhaQB3-htNMFYQ	The Hub Grill and Bar	1925 S Sossaman Rd	1234.0	403	Jewel of a place!	4.1	4.0		
510	qcZvV6eWhOJ97LtArnk7SQ	Thai Food Corner	5253 E Brown Rd, Ste 104	59.0	54	Worth Visiting	4.1	4.0		
511	7KKHao_bBBy1fBa9uyA9bA	Haris's Pita Grill	1649 S Stapley Dr, Ste 105	6.0	9	At your own risk	3.8	4.0		
512	8xIWCN6PlW8E897gFgyFeg	Ray's Pizza	1804 S Signal Butte Rd, Ste 105	69.0	31	At your own risk	3.3	3.0		
513	IxKZoMCA9VJTl0gaodlcBw	IHOP	913 N Dobson Rd	176.0	43	At your own risk	3.0	3.0		
514	EE4nfMjmbE5PIG12UsustA	Subway	1106 N Gilbert Rd	107.0	4	At your own risk	4.0	4.0		
515	ApG7b6SZpHTTsX3q6NcXgg	Papa John's Pizza	2111 S Alma School Rd	7.0	24	At your own risk	2.5	2.0		
516	j1fqqRf2Aa6H-igmGJ4eUw	Gangnam BBQ	1350 S Longmore Rd, Ste 22	161.0	169	Worth Visiting	3.7	4.0		
517	TectsyEvH5vmlgtYQ7Sjsw	Vaqueros Carne Asada	6430 E Main St	17.0	8	At your own risk	3.9	4.0		
518	6LVadHqqjWlVnd-T7gAZyA	Garcia's Mexican Restaurant	1940 E University Dr	448.0	119	Worth Visiting	3.2	3.0		
519	iJfS02AOptwkaWD-vOVRew	India's Grill	1616 S Stapley Dr, Ste 101	43.0	30	Worth Visiting	4.0	4.0		
520	kkXTjzgAOL93TFtz9waTPw	Pizza Pit	1954 S Dobson Rd, Ste 5	80.0	42	At your own risk	3.1	3.0		
521	ezDMJGONUEy1DyGSJ3vUJw	Copper Kettle-Salads Balti & Taandoori Grill	1941 W Guadalupe Rd, Ste 102	13.0	31	At your own risk	3.7	4.0		
522	mVr_62FJXajH7u44pyBIOQ	Kneaders Bakery & Cafe	1142 S Signal Butte Rd	77.0	69	Worth Visiting	3.4	3.0		
523	EQcnE5CSswBFgOQS5L0ldw	Goat Head Saloon	1423 S Country Club Dr	72.0	16	At your own risk	2.7	3.0		
524	Bb-Y-gKgZJak83zfzQoj1g	Zur Kate	4815 E Main St, Ste 16	306.0	178	Must Visit!	4.2	4.0		
525	sPofLIXU9Ifot1n3iAOZHQ	Salad and Go	5259 E Brown Rd	103.0	91	Worth Visiting	4.4	4.0		
526	cKZu_xLYp6lx6jLZ9bHRCQ	Rocky's Pizza and Cheesesteak	1731 W Baseline Rd, Ste 115	22.0	36	Worth Visiting	4.2	4.0		
527	GeGyqtD2uvJlC5Gf1bSQHw	Millie's Cafe	1916 West Baseline Rd	92.0	68	Worth Visiting	4.6	5.0		
528	nyyS63QvEzflDfOd5lLaIg	Donut Worry Coffee & Smoothies	9115 E Baseline Rd	42.0	58	Worth Visiting	4.8	5.0		
529	VGmru4jWWUf9ZiwvZBWbdw	Cousins Subs	1823 S Greenfield Rd, Ste 105	37.0	22	At your own risk	3.5	3.0		
530	gCQscFW3aVBNE-PehZ13ew	Cogburns	5221 S Power Rd, Ste 107	241.0	107	At your own risk	2.8	3.0		
531	ShYv4mmgNwrStaFnje3uZQ	SaDec Bistro	5221 S Power Rd, Are 104	42.0	35	Worth Visiting	4.2	4.0		
532	TlFm2cjcm9TGERDh5Wqabw	Taylor Rays	4906 E Main St	2.0	3	Its your say finally!	1.7	2.0		
533	MGiam1wVe77_L7tLHPCyBg	Arby's	1060 S Country Club Dr	22.0	10	At your own risk	3.3	3.0		
534	7fq6fN58ogXAzXzxywFX1Q	El Asadero	720 E Main St	53.0	27	At your own risk	3.7	4.0		
535	id2yO15SnTEDMxNWtZXmFQ	Subway	1445 W Southern Ave, Space 2096	2.0	3	At your own risk	3.3	3.0		
536	R1ZZk5dR-INpaHw7imNLHg	Big Boys Pizza	1731 W Baseline Rd, Ste 115	538.0	159	Must Visit!	4.0	4.0		
537	vu_jrjVKFPLW-iFHq6sRCA	Barro's Pizza	10861 E Baseline Rd	93.0	49	At your own risk	2.9	3.0		
538	smBsHggLvIuABgntBvlYLw	Babbo Italian Eatery	10720 E Southern Ave	425.0	178	Worth Visiting	3.7	4.0		
539	VZ8iwm4wllHfkoN-cqi4bw	JB's Restaurant	6810 E Main St	14.0	15	At your own risk	3.1	3.0		
540	lXZvgVmIz-ko1OiCG-VDTw	Deer Garden Signature	66 S Dobson Rd, Ste 107	266.0	82	At your own risk	3.1	3.0		
541	CLJVMy0DYLfG80B5n-sg2A	McDonald's	6131 E Southern Ave	5.0	3	Its your say finally!	1.0	1.0		
542	9sx7TFwlFj8Klx9R_c0WVA	Subway	450 S Sossaman Rd	6.0	3	Its your say finally!	2.3	2.0		
543	Uz1ZV1J-zF7VqH8QKUUNOw	Rosati's Pizza	1035 N Ellsworth Rd	25.0	48	At your own risk	3.4	3.0		
544	VcGyezSNtkNBr2HidcaM1A	Sourdough Pizza Restaurant	7440 E Main St	139.0	85	Worth Visiting	4.0	4.0		
545	eXIWcOWhl1QiNvbN4Uvisg	Taps Signature Cuisine & Bar	1010 Southern Ave	26.0	11	Its your say finally!	1.9	2.0		
546	6QjNLbwVBSsRlPD24hL5Ww	Stacy's Smoke House BBQ	1734 E Main St	33.0	31	At your own risk	2.9	3.0		
547	S5o2kplwZtc9XWdktq_GcQ	The Cheesecake Factory	6613 E Southern Ave	923.0	200	Worth Visiting	3.5	3.0		
548	pHQHFMBOPFtJwSEPrgvpYQ	Filiberto's Mexican Food	3565 E. Broadway Rd	6.0	7	At your own risk	2.9	3.0		
549	Lu8ueuI4LF5i6_km0ip0xw	Cafe Rio	2119 N Power Rd	9.0	17	At your own risk	2.4	2.0		
550	LIHuRVXlR_MPZTJZJQMQGA	Taco Bell	1256 S Country Club Dr	43.0	10	Its your say finally!	1.8	2.0		
551	cjxPOPcFkpq0cspQ2cHL8w	El Charro Restaurant & Cocktail Lounge	105 N Country Club Dr	182.0	96	Worth Visiting	3.3	3.0		
552	-3oxnPPPU3YoxO9M1I2idg	Eklectic Pie - Mesa	1859 S Stapley Dr, Ste 105-3	189.0	127	Worth Visiting	4.2	4.0		
553	LmyysENQBd2AgnDBE90cXA	Rockin R Ranch	6136 E Baseline Rd	54.0	29	At your own risk	2.6	3.0		
554	16d3BlncEyCTzb0GxXrBXQ	Green Corner Restaurant	1038 W Southern Ave, Ste 1	423.0	355	Jewel of a place!	4.8	5.0		
555	WvJNkHE_hcg8Hu8Ffz_Klw	Golden Donuts	1818 W Baseline Rd	62.0	63	Worth Visiting	4.6	5.0		
556	RlPiIdIdZWZXTWfSxCKrww	Hungry Howie's Pizza	1863 N Stapley Dr Ste 102, Ste 102	20.0	10	Its your say finally!	2.3	2.0		
557	yRLEsYBSKfBpCQgcPsatCw	Rosatis Pizza	2057 S Alma School Rd	16.0	16	At your own risk	2.8	3.0		
558	fT4dLA7SSqwX_FmXqW5oRQ	Two Hippie Beach House	1245 N Baseline Rd	90.0	34	Worth Visiting	4.2	4.0		
559	15YuEFO59yXd7BTO5NZgYw	Vito's Pizza & Italian Ristorante	1947 N Lindsay Rd	514.0	220	Must Visit!	3.9	4.0		
560	taXKuFldSoerm9SXrckh_w	Green Tea Bistro	1309 W Guadalupe Rd, Ste 5	176.0	153	Must Visit!	4.2	4.0		
561	MP9QXuNTmxmYc39DqI4DYw	MAD Greens - Mesa	1940 S Val Vista Rd, Ste 101	116.0	80	Worth Visiting	3.7	4.0		
562	z0NImASe6DNDREiIt8NF-Q	Native Grill & Wings	1559 S. Gilbert Road	399.0	104	At your own risk	2.5	2.0		
563	Sr-DO1Nt8X4I4Pjxapwz-g	Board & Batten	4012 E Palm St	49.0	61	Worth Visiting	4.8	5.0		
564	3Ou9p4zIJg4utQh7MDgKFg	Panda Express	1210 E Southern Ave	23.0	27	Its your say finally!	2.1	2.0		
565	N9noZs9OIQLF2F9TzI_ukQ	Jade House	2711 S Alma School Rd	91.0	53	At your own risk	3.2	3.0		
566	jXjglUcr2bDKdoV4lxnJ8A	Benjarong Thai Restaurant	1440 S Country Club Dr	8.0	10	At your own risk	3.7	4.0		
567	j5vOCZEmyEvZa9QBvoUUcQ	Capriotti's Sandwich Shop	3510 E Baseline Rd, Ste 101	353.0	106	Worth Visiting	3.4	3.0		
568	x5iQFVJkFl7fSXC6uVjwPw	Matta's Mexican Grill	1105 N Higley Rd	142.0	77	At your own risk	3.0	3.0		
569	ClLRnbf39ghdMM08cVnUNA	BullPen Bar n Grill	2235 S Power Rd, Ste 127	33.0	57	At your own risk	2.6	3.0		
570	EryvpcMxoaOr_BnQVMqQIg	Salsa Cabana Mexican Grill	1309 N Greenfield Rd	237.0	98	Worth Visiting	4.3	4.0		
571	zP05w3gjD30Gi9-SCIy2DA	Pho Leo	1734 East Main St, Ste 5	83.0	79	Worth Visiting	4.6	5.0		
572	lqfuUf0rybIcy0fyUOhWVg	Loretos Mexican Food	6144 E Main St	16.0	26	Worth Visiting	4.3	4.0		
573	tV5PcOIFlB12dpcbCy78VA	India Oven	1315 S Gilbert Rd	1306.0	623	Jewel of a place!	4.4	4.0		
574	B1tsu2zSVlY_g1QS-z4ILg	Pink Pepper Asian Fusion	1941 W Guadalupe Rd, Ste 105	57.0	58	Worth Visiting	4.7	5.0		
575	4HGVxC-zIeQnR1CsD9GePQ	Tutti Santi Ristorante Italiano	1859 W Guadalupe Rd, Ste 101	26.0	37	At your own risk	3.8	4.0		
576	Ouh38adC9WbCRSSyYGtL3Q	Margaritas Grill	10 W Main St	133.0	119	At your own risk	2.8	3.0		
577	BteFoOWR-onj3Wh9hN_76A	Dobson's Restaurant	2155 S Dobson Rd	36.0	18	At your own risk	3.8	4.0		
578	TrqCUT9150lXfgN8JXRP7g	LongHorn Steakhouse	1434 S Alma School Rd	401.0	144	Worth Visiting	3.4	3.0		
579	v_6nTF9bTkDcsh1dLnELMA	BT'z Sports Bar	2015 N Power Rd	172.0	60	At your own risk	3.3	3.0		
580	zNIogTJeIB3O6aMcCmQDVA	Chevys Fresh Mex	1335 S Alma School Rd	105.0	26	At your own risk	3.3	3.0		
581	NxZt-j74NpvIU5hdb2KJTA	Pizza Hut	2727 E McKellips Rd, Ste 106	8.0	7	Its your say finally!	2.1	2.0		
582	LLWOrt8Vo5kyA9qeo-Y76g	Moreno's Mexican Grill	760 E Broadway Rd	271.0	76	Worth Visiting	3.9	4.0		
583	lLindjep86GA3PeKMl55Og	Carl's Jr.	2002 N Country Club Dr	59.0	13	Its your say finally!	1.6	2.0		
584	ZI6CBpptCb1Nw-udZ8wonw	Pizza Hut	60 N Gilbert Rd	8.0	3	Its your say finally!	1.3	1.0		
585	FwSiazvHT_BuGYGz5dMt0w	Zuni Grill	1011 W Holmes Ave	7.0	4	At your own risk	3.8	4.0		
586	RZNqyKU9b0DWohU50w9LZg	Old Country Buffet	6625 E Southern Ave	108.0	41	At your own risk	2.9	3.0		
587	pRitNmkahcveSE9XsoEdMw	Wingstop	1457 W Southern Ave, Ste A-8	10.0	5	Worth Visiting	4.8	5.0		
588	YrtAT1B8aFp5dKNss1ICbw	Sekai Sushi	1017 S Gilbert Rd	358.0	131	Worth Visiting	4.0	4.0		
589	pmwqeV4NKXCR_Xv0TE1Kcw	Bin 68 Wine & Tapas Cafe	6638 E Superstition Springs Blvd	33.0	16	At your own risk	3.0	3.0		
590	-sAfscV-SWC278qqCNxraQ	Mesa Community Family Restaurant	535 N Country Club Dr	79.0	15	At your own risk	2.9	3.0		
591	g9CkaSV302relUaOnXczyA	McDonald's	5255 S Power Rd	63.0	23	Its your say finally!	2.2	2.0		
592	_S1vq2OmS5YL5pdb-EF8vw	Chuck E Cheese's	856 S Alma School Rd	30.0	10	At your own risk	2.5	2.0		
593	fi-cvgNbAWUwyeJwM7fwgA	Red Mountain Cafe	4410 E University Dr, Ste 106	149.0	97	Worth Visiting	3.7	4.0		
594	nlwomMElt7sDwF_njfEEIw	Ah-So Teppanyaki & Sushi House of Japan	1919 S Gilbert Rd	284.0	84	Worth Visiting	3.5	3.0		
595	trMrmg0EKcxEYAkqLBbRMA	Piggly's At the Fair	1633 S Stapley Dr	172.0	80	At your own risk	3.0	3.0		
596	pYqP8GnTG8oxj4G2cxx7xQ	Qdoba Mexican Grill	1855 S Country Club Dr	13.0	3	At your own risk	3.0	3.0		
597	DT35ycaAVzbq83vVGRCoIQ	Cafe Zupas	3420 E Baseline Rd, Ste 107	372.0	214	Must Visit!	3.9	4.0		
598	fM-TCJ4LlV0tLCyxtaChdw	In-N-Out Burger	1859 S Signal Butte Rd	468.0	64	Worth Visiting	4.1	4.0		
